     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/19/2010-06/25/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R022,34TH STREET & 6TH AVENUE      ,00185239,00007334,00000660,00002107,00000661,00054824,00149445,00000130,00008084,00008826,00001914,00002475,00000000,00001796,00009348,00000858,00000391,00000000,00000804,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00149173,00004836,00000493,00001397,00000477,00027618,00096734,00000073,00002820,00004003,00000407,00002486,00000000,00001613,00004937,00001009,00000501,00000000,00000586,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00043926,00001384,00000227,00000589,00000216,00018894,00023673,00000030,00001331,00002583,00000034,00000214,00000000,00000826,00003345,00000125,00000065,00000000,00005386,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00058065,00001520,00000413,00001284,00000013,00036193,00040633,00000101,00001655,00006068,00000101,00000286,00000001,00000055,00009462,00000059,00000030,00000000,00000160,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00062098,00001650,00000107,00000433,00001312,00007974,00047209,00000021,00001089,00001668,00000236,00001365,00000000,00007250,00004011,00000772,00000238,00000000,00000262,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00049123,00002233,00000181,00000580,00000252,00013025,00036555,00000040,00001582,00002081,00000145,00000755,00000000,00001639,00012710,00000319,00000170,00000000,00000229,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00135524,00004530,00000338,00001125,00000726,00023870,00078980,00000096,00004487,00004275,00001390,00001765,00000000,00003786,00016628,00001091,00000411,00000000,00000827,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00045220,00001801,00000129,00000496,00000489,00009910,00035357,00000049,00001113,00001712,00000202,00000686,00000000,00002189,00004660,00000390,00000149,00000000,00000182,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00105752,00004389,00000309,00000950,00001474,00021623,00048634,00000043,00002713,00003302,00000416,00001240,00000000,00006233,00004721,00000989,00000226,00000000,00000322,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00076585,00002627,00000215,00000804,00000153,00017270,00072177,00000050,00001429,00002727,00000440,00001553,00000000,00000298,00003367,00000610,00000287,00000000,00000233,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00197329,00005140,00000440,00001487,00000507,00063369,00113441,00000111,00014797,00008953,00000785,00001680,00000000,00001192,00006832,00001026,00000344,00000000,00001363,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00015501,00001012,00000102,00000308,00000018,00007325,00015789,00000021,00000444,00001370,00000044,00000091,00000000,00000036,00001298,00000094,00000037,00000000,00000111,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00053599,00002898,00000263,00000839,00000099,00017877,00045341,00000067,00000754,00003089,00000098,00000162,00000000,00000343,00003355,00000357,00000281,00000000,00000230,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00018051,00001030,00000091,00000340,00000000,00009598,00010761,00000034,00000225,00001076,00000013,00000052,00000000,00000010,00001512,00000016,00000011,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00011072,00000531,00000102,00000211,00000002,00008841,00008465,00000015,00000244,00000895,00000021,00000052,00000000,00000006,00000964,00000007,00000008,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004751,00000262,00000037,00000120,00000003,00001780,00003259,00000002,00000108,00000224,00000005,00000020,00000000,00000006,00000604,00000020,00000007,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00012870,00000582,00000085,00000213,00000031,00006352,00008817,00000019,00000219,00001003,00000019,00000032,00000000,00000091,00001157,00000046,00000039,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00017179,00001182,00000122,00000469,00000002,00008355,00013994,00000017,00000306,00001066,00000103,00000148,00000000,00000028,00001870,00000097,00000036,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00043887,00001974,00000208,00000523,00000348,00011947,00031447,00000044,00001870,00002005,00002042,00000897,00000000,00002322,00006541,00000439,00000147,00000000,00000187,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00015656,00000462,00000035,00000143,00000089,00006553,00007089,00000006,00002385,00000779,00000135,00000158,00000000,00000425,00000934,00000106,00000041,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00054042,00001967,00000108,00000372,00000616,00009599,00045222,00000023,00001759,00001814,00000864,00001055,00000000,00003245,00002921,00000644,00000251,00000000,00000244,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00085661,00004298,00000200,00001209,00000367,00021320,00055761,00000074,00003588,00003658,00000633,00000954,00000000,00001675,00020770,00000682,00000274,00000000,00000459,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00072843,00002560,00000099,00000350,00001586,00007848,00030468,00000018,00001594,00001142,00000238,00001002,00000000,00004860,00001514,00000870,00000193,00000000,00000258,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00204509,00006818,00000356,00001260,00002553,00034025,00111664,00000107,00006894,00005017,00000917,00002734,00000000,00008792,00006535,00002062,00000649,00000000,00001003,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00099470,00003787,00000192,00000789,00001129,00019197,00082505,00000035,00001257,00003451,00000691,00002188,00000000,00005082,00005953,00001273,00000391,00000000,00000366,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00029413,00000874,00000035,00000175,00000344,00005058,00021291,00000002,00000343,00000518,00000084,00000572,00000000,00001060,00001308,00000311,00000086,00000000,00000106,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00053267,00002319,00000147,00000511,00000088,00014260,00042449,00000034,00001626,00001940,00000320,00001199,00000000,00000340,00002847,00000487,00000287,00000000,00000314,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00066200,00003048,00000182,00000767,00000211,00017978,00059756,00000049,00002118,00002938,00000391,00001113,00000000,00000965,00003645,00000696,00000215,00000000,00000362,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00080126,00003897,00000232,00000944,00000150,00025551,00074589,00000069,00001991,00004346,00000393,00001044,00000000,00000689,00004681,00000686,00000296,00000000,00000341,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00012677,00000750,00000139,00000324,00000007,00007268,00008706,00000035,00000274,00001080,00000062,00000088,00000000,00000006,00001132,00000037,00000006,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00042786,00001512,00000368,00000953,00000002,00031251,00024393,00000060,00000826,00004485,00000072,00000193,00000000,00000027,00006026,00000043,00000024,00000000,00000076,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00027275,00001134,00000051,00000277,00000165,00006327,00023239,00000019,00000759,00001004,00000168,00000501,00000000,00000277,00000908,00000233,00000067,00000000,00000118,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00089394,00006403,00000524,00004170,00000023,00034986,00127988,00000099,00002258,00003648,00000241,00000670,00000000,00000158,00006019,00000287,00000122,00000000,00000228,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00024843,00001355,00000164,00000493,00000012,00011670,00016148,00000062,00000577,00002106,00000115,00000118,00000000,00000093,00003682,00000075,00000054,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00078833,00003286,00000402,00001133,00001435,00024323,00059726,00000096,00001398,00004210,00000201,00000578,00000000,00006805,00007693,00000447,00000268,00000000,00000452,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008457,00000423,00000050,00000118,00000003,00002505,00009557,00000015,00000140,00000501,00000010,00000132,00000000,00000012,00001317,00000068,00000048,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00016531,00001446,00000112,00000339,00000001,00003968,00017180,00000014,00000202,00000841,00000019,00000309,00000000,00000044,00002225,00000144,00000079,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00010271,00000810,00000084,00000208,00000004,00003440,00010782,00000016,00000259,00000653,00000026,00000099,00000000,00000030,00001341,00000054,00000068,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00008062,00000429,00000068,00000165,00000000,00004707,00005498,00000019,00000192,00000831,00000015,00000034,00000000,00000004,00001092,00000015,00000011,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00049329,00002224,00000426,00001244,00000003,00031914,00035364,00000090,00001048,00005121,00000065,00000279,00000000,00000072,00008121,00000039,00000078,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00017486,00000534,00000112,00000241,00000001,00008555,00007495,00000005,00000226,00001374,00000005,00000060,00000000,00000017,00001834,00000022,00000008,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013562,00000419,00000089,00000146,00000007,00006394,00006186,00000018,00000177,00001051,00000008,00000085,00000000,00000013,00001233,00000015,00000011,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00013123,00000562,00000134,00000191,00000000,00006274,00004804,00000037,00000217,00001127,00000004,00000029,00000000,00000014,00001738,00000003,00000007,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004798,00000280,00000051,00000062,00000000,00002933,00002003,00000006,00000091,00000459,00000005,00000012,00000000,00000000,00000573,00000006,00000006,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00012180,00000441,00000095,00000191,00000000,00006791,00005419,00000043,00000199,00001072,00000017,00000040,00000000,00000011,00001476,00000005,00000006,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007348,00000229,00000053,00000075,00000000,00003658,00003300,00000001,00000122,00000670,00000016,00000016,00000000,00000003,00000995,00000003,00000000,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011864,00000525,00000128,00000206,00000000,00007445,00005861,00000029,00000220,00001341,00000014,00000036,00000000,00000005,00001772,00000007,00000005,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00033235,00001345,00000059,00000221,00000004,00003167,00010245,00000041,00000407,00000431,00000295,00001346,00000000,00000006,00002325,00000443,00000034,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00051077,00001958,00000120,00000466,00000183,00013448,00038978,00000031,00002813,00001920,00000392,00000991,00000000,00000653,00002975,00000387,00000142,00000000,00000279,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00065710,00003527,00000186,00000923,00000128,00019935,00065255,00000029,00002119,00002744,00000345,00000946,00000000,00000497,00004632,00000518,00000223,00000000,00000325,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00062930,00002013,00000164,00000740,00000079,00020009,00058311,00000037,00003774,00002253,00000393,00001034,00000000,00000244,00002644,00000479,00000216,00000000,00000416,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00022624,00000767,00000126,00000279,00000012,00008785,00022141,00000024,00000950,00000856,00000118,00000308,00000000,00000070,00000817,00000144,00000084,00000000,00000179,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00043798,00001551,00000129,00000492,00000113,00011350,00045110,00000033,00001522,00001764,00000725,00000828,00000000,00000260,00001968,00000370,00000162,00000000,00000296,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00157690,00007604,00000457,00002107,00000460,00046425,00124965,00000127,00005388,00008271,00000472,00001606,00000000,00002033,00009175,00001347,00000553,00000000,00001164,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00039994,00001865,00000095,00000466,00000081,00010795,00039980,00000023,00001548,00001855,00000208,00000467,00000000,00000307,00001423,00000294,00000166,00000000,00000315,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00040275,00000995,00000055,00000247,00000044,00012528,00034905,00000026,00002510,00002114,00000210,00000325,00000000,00000215,00001350,00000258,00000133,00000000,00000315,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00023577,00001052,00000101,00000331,00000015,00005146,00019610,00000018,00000911,00000847,00000314,00000415,00000000,00000110,00003854,00000166,00000065,00000000,00000117,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00009788,00000198,00000018,00000046,00000005,00003723,00004819,00000005,00001954,00000418,00000114,00000090,00000000,00000036,00000337,00000041,00000012,00000000,00000128,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00009955,00000493,00000042,00000164,00000016,00002474,00007549,00000010,00000162,00000493,00000148,00000162,00000000,00000082,00002154,00000078,00000024,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00006744,00000259,00000033,00000106,00000005,00003173,00004038,00000003,00000266,00000494,00000028,00000032,00000000,00000008,00000828,00000014,00000011,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00015846,00000624,00000057,00000274,00000007,00005630,00019205,00000019,00000203,00000730,00000026,00000106,00000000,00000041,00001011,00000060,00000055,00000000,00000048,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00024820,00001497,00000133,00000422,00000010,00007525,00034816,00000011,00000389,00001286,00000020,00000195,00000000,00000038,00001850,00000068,00000136,00000000,00000107,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00028108,00001229,00000110,00000424,00000020,00009674,00037265,00000015,00000440,00001457,00000019,00000184,00000000,00000045,00001994,00000099,00000064,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00024510,00000801,00000079,00000253,00000009,00007912,00029971,00000023,00000515,00001019,00000025,00000236,00000000,00000041,00001534,00000094,00000073,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00034037,00001492,00000111,00000379,00000007,00008611,00041592,00000028,00000442,00001470,00000037,00000406,00000000,00000032,00002414,00000149,00000126,00000000,00000082,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00036236,00002606,00000245,00000665,00000011,00019592,00027274,00000057,00000967,00000984,00000036,00000162,00000000,00000031,00001532,00000085,00000035,00000000,00000070,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00060455,00001385,00000175,00000392,00000008,00031327,00028919,00000027,00000764,00001182,00000023,00000101,00000000,00000007,00001566,00000052,00000015,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00031639,00001450,00000327,00000828,00000008,00017815,00023808,00000079,00000555,00002483,00000064,00000148,00000000,00000017,00003191,00000029,00000051,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00031260,00001520,00000152,00000660,00000019,00011626,00031005,00000052,00000639,00001983,00000100,00000267,00000000,00000074,00003612,00000099,00000101,00000000,00000172,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00007991,00000306,00000032,00000175,00000000,00002802,00005286,00000004,00000088,00000330,00000009,00000086,00000000,00000009,00000886,00000035,00000011,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00038878,00001327,00000317,00000822,00000013,00024430,00040024,00000064,00000777,00004032,00000027,00000139,00000000,00000040,00004554,00000090,00000108,00000000,00000142,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00051641,00002321,00000519,00001238,00000026,00029723,00043155,00000087,00001492,00004994,00000091,00000173,00000000,00000165,00006252,00000139,00000161,00000000,00000195,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00016908,00000563,00000157,00000406,00000006,00010297,00008425,00000026,00000344,00001844,00000029,00000052,00000000,00000015,00002639,00000013,00000010,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00019671,00000632,00000138,00000312,00000001,00013472,00012302,00000021,00000278,00001441,00000015,00000047,00000000,00000005,00001627,00000013,00000005,00000000,00000048,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00052782,00004037,00000325,00001293,00000107,00016726,00049007,00000078,00001133,00002899,00000182,00000600,00000000,00000428,00003788,00000380,00000182,00000000,00000366,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00014869,00000582,00000143,00000239,00000000,00008003,00009540,00000020,00000216,00001253,00000035,00000093,00000000,00000009,00001643,00000045,00000012,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00009586,00000431,00000093,00000227,00000001,00005672,00006982,00000015,00000185,00001043,00000087,00000037,00000000,00000006,00001283,00000032,00000020,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00082696,00005524,00000438,00001597,00000252,00020221,00066639,00000121,00001449,00003932,00000447,00001121,00000000,00001127,00011810,00000690,00000295,00000000,00000375,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020097,00001010,00000176,00000417,00000002,00010957,00011490,00000047,00000313,00001582,00000014,00000082,00000000,00000021,00002240,00000012,00000033,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00032525,00001464,00000325,00000877,00000018,00017909,00028712,00000106,00000595,00003099,00000120,00000303,00000000,00000042,00006224,00000173,00000043,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00044877,00003136,00000205,00001103,00000034,00013612,00042084,00000058,00001050,00002639,00000130,00000563,00000000,00000129,00003897,00000310,00000199,00000000,00000396,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00025915,00000735,00000181,00000354,00000013,00015155,00014112,00000021,00000553,00001916,00000034,00000072,00000000,00000033,00002011,00000060,00000027,00000000,00000063,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00036645,00000968,00000070,00000164,00000336,00008510,00022158,00000008,00001167,00000990,00000087,00000686,00000000,00001094,00002431,00000293,00000080,00000000,00000315,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00012215,00000657,00000088,00000322,00000002,00005662,00009865,00000016,00000211,00000787,00000023,00000049,00000000,00000005,00001192,00000029,00000014,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00018022,00000896,00000081,00000393,00000003,00005801,00015504,00000020,00000227,00000702,00000035,00000126,00000001,00000011,00001325,00000026,00000041,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00067429,00002362,00000186,00000664,00000643,00018446,00045466,00000062,00002853,00002263,00000207,00001082,00000000,00001859,00002708,00000598,00000198,00000000,00000403,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00011662,00000513,00000058,00000186,00000003,00004664,00008809,00000022,00000252,00000687,00000047,00000068,00000000,00000021,00000909,00000046,00000009,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00022290,00002998,00000060,00002357,00000006,00004290,00033680,00000030,00000742,00000775,00000074,00000223,00000000,00000092,00002470,00000074,00000047,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00027089,00000941,00000184,00000378,00000008,00017522,00014482,00000017,00000679,00002095,00000027,00000048,00000000,00000020,00002109,00000026,00000027,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00017458,00000473,00000059,00000231,00000048,00010061,00014896,00000023,00000690,00000953,00000047,00000126,00000000,00000186,00001257,00000085,00000039,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
