     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,08/28/2010-09/03/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R011,42ND STREET & 8TH AVENUE      ,00207354,00007354,00000412,00001582,00000069,00028043,00072860,00000043,00004215,00003637,00000197,00002259,00000000,00000157,00005462,00001557,00000283,00000000,00000926,00000000,00000000,00000000,                                                                                                                                        
R012,34TH STREET & 8TH AVENUE      ,00184046,00005997,00000491,00001476,00003331,00028577,00073771,00000073,00003953,00004254,00000619,00001865,00000000,00009378,00006536,00001507,00000433,00000000,00001235,00000000,00000000,00000000,                                                                                                                                        
R013,34TH STREET & 8TH AVENUE      ,00042742,00001608,00000153,00000610,00000778,00010412,00030590,00000026,00001139,00001629,00000274,00000470,00000001,00003282,00003480,00000329,00000142,00000000,00000272,00000000,00000000,00000000,                                                                                                                                        
R014,FULTON STREET                 ,00084044,00002272,00000169,00000631,00000602,00019218,00056804,00000039,00002740,00002978,00000447,00001332,00000000,00002513,00007939,00000861,00000375,00000000,00000486,00000000,00000000,00000000,                                                                                                                                        
R015,FIFTH AVENUE                  ,00058418,00001731,00000045,00000310,00000975,00009145,00028150,00000021,00001419,00001135,00000260,00001590,00000000,00002530,00002287,00000723,00000148,00000000,00000384,00000000,00000000,00000000,                                                                                                                                        
R016,LEXINGTON AVENUE              ,00017383,00000712,00000049,00000142,00000048,00004669,00013419,00000014,00000410,00000590,00000094,00000347,00000000,00000174,00000729,00000192,00000077,00000000,00000154,00000000,00000000,00000000,                                                                                                                                        
R017,LEXINGTON AVENUE              ,00068930,00002837,00000177,00000676,00000522,00011302,00044966,00000048,00000927,00001580,00000212,00001561,00000000,00001677,00002434,00000692,00000238,00000000,00000414,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00089669,00006003,00000609,00002663,00000006,00041876,00114876,00000083,00001872,00003467,00000080,00000568,00000000,00000117,00006354,00000267,00000151,00000000,00000271,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00031790,00001587,00000210,00000859,00000001,00014140,00031270,00000056,00000769,00002041,00000067,00000490,00000000,00000056,00004294,00000099,00000026,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00130684,00005290,00000319,00001245,00000563,00031265,00096574,00000053,00003760,00004066,00000551,00002937,00000000,00001342,00005390,00000950,00000471,00000000,00000636,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00082546,00002775,00000207,00000920,00000086,00022234,00077042,00000054,00002151,00003690,00000391,00001867,00000000,00000265,00004888,00000505,00000328,00000000,00000431,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00167492,00006416,00000579,00001995,00000574,00052367,00130399,00000100,00007482,00008141,00001608,00002448,00000000,00001478,00008332,00000747,00000363,00000000,00000887,00000001,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00138966,00004513,00000452,00001301,00000471,00027361,00088417,00000091,00002595,00003433,00000342,00002357,00000000,00001410,00004609,00000935,00000464,00000000,00000646,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00045182,00001500,00000225,00000606,00000191,00020119,00023782,00000028,00001443,00002579,00000058,00000204,00000000,00000742,00003255,00000112,00000055,00000000,00006369,00000000,00000001,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00064158,00001471,00000441,00001266,00000008,00038657,00042629,00000114,00001802,00006112,00000132,00000347,00000000,00000031,00009194,00000077,00000073,00000000,00000219,00000000,00000000,00000000,                                                                                                                                        
R026,SOUTH FERRY                   ,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00057818,00001611,00000094,00000448,00001404,00008412,00043396,00000023,00001179,00001576,00000220,00001255,00000000,00006553,00003965,00000697,00000215,00000000,00000271,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00045860,00001997,00000168,00000577,00000343,00012114,00032314,00000024,00001624,00001737,00000115,00000700,00000000,00001474,00012038,00000295,00000155,00000000,00000258,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00134642,00004159,00000319,00001138,00000941,00026446,00075864,00000070,00004546,00004541,00001203,00001721,00000000,00003300,00015420,00000887,00000404,00000000,00000906,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00054741,00001704,00000141,00000511,00000554,00014945,00041364,00000037,00001265,00002500,00000185,00000636,00000000,00001832,00004655,00000397,00000163,00000000,00000269,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00092540,00003585,00000234,00000861,00001482,00019774,00041444,00000043,00002622,00002873,00000398,00001175,00000000,00005386,00004033,00000905,00000230,00000000,00000376,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00074797,00002583,00000206,00000811,00000123,00018270,00070355,00000044,00001673,00002812,00000327,00001541,00000000,00000221,00003222,00000632,00000305,00000000,00000287,00000001,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00189967,00004363,00000422,00001508,00000453,00067052,00098401,00000094,00013846,00008986,00000719,00001615,00000000,00000964,00006261,00000903,00000353,00000000,00001518,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00016680,00000870,00000088,00000310,00000024,00007309,00013861,00000016,00000381,00001220,00000031,00000108,00000000,00000034,00001152,00000102,00000028,00000000,00000131,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00051345,00002643,00000269,00000705,00000084,00017735,00042869,00000052,00000783,00002474,00000091,00000200,00000000,00000303,00002598,00000310,00000299,00000000,00000258,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00017302,00000980,00000083,00000321,00000000,00008962,00010114,00000025,00000231,00001205,00000009,00000040,00000000,00000013,00001338,00000013,00000014,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00011275,00000572,00000079,00000221,00000000,00008585,00008102,00000015,00000238,00000816,00000016,00000028,00000000,00000012,00000944,00000013,00000012,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004836,00000214,00000020,00000088,00000000,00001794,00002940,00000001,00000106,00000147,00000003,00000021,00000000,00000011,00000502,00000024,00000028,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00013312,00000474,00000077,00000195,00000038,00006407,00008161,00000015,00000217,00000952,00000009,00000034,00000000,00000100,00001086,00000074,00000030,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00017252,00001154,00000116,00000430,00000001,00008159,00013387,00000019,00000282,00000932,00000109,00000173,00000000,00000020,00001636,00000092,00000033,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00040971,00001776,00000184,00000496,00000416,00011644,00028478,00000038,00001657,00001812,00001761,00000717,00000000,00001945,00006110,00000399,00000160,00000000,00000208,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00013674,00000318,00000049,00000122,00000086,00006785,00006351,00000008,00001952,00000793,00000136,00000131,00000000,00000332,00000971,00000104,00000033,00000000,00000124,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00048181,00001702,00000088,00000360,00000659,00009672,00040461,00000012,00001745,00001584,00000858,00000989,00000000,00002621,00002580,00000504,00000205,00000000,00000320,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00081743,00003716,00000214,00001181,00000341,00023097,00052189,00000064,00003702,00003726,00000626,00000847,00000000,00001426,00018585,00000548,00000265,00000000,00000501,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00063270,00002108,00000104,00000331,00001416,00007358,00025806,00000020,00001260,00000953,00000193,00000894,00000000,00004024,00001372,00000804,00000150,00000000,00000235,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00197137,00005773,00000314,00001137,00002467,00035798,00099598,00000106,00006330,00004682,00000729,00002607,00000000,00007930,00006172,00001935,00000629,00000000,00001103,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00092372,00003244,00000177,00000757,00000974,00018627,00073948,00000044,00001235,00003121,00000645,00001915,00000000,00004416,00005345,00001143,00000408,00000000,00000406,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00028608,00000882,00000022,00000194,00000458,00004616,00019743,00000019,00000316,00000501,00000061,00000558,00000000,00000879,00001255,00000302,00000066,00000000,00000081,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00050610,00001898,00000126,00000453,00000064,00015917,00039140,00000034,00001906,00001838,00000327,00001075,00000000,00000273,00002816,00000417,00000266,00000000,00000381,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00058923,00002405,00000171,00000603,00000199,00017536,00052072,00000036,00001978,00002733,00000364,00000950,00000000,00000809,00003203,00000549,00000192,00000000,00000358,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00073489,00003285,00000177,00000880,00000124,00025269,00066623,00000058,00001968,00003816,00000341,00000942,00000000,00000672,00004333,00000686,00000295,00000000,00000374,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00012912,00000727,00000157,00000391,00000007,00007043,00008184,00000023,00000290,00000981,00000046,00000091,00000000,00000012,00001106,00000050,00000013,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00041305,00001537,00000308,00000871,00000006,00029477,00021945,00000049,00000912,00003839,00000048,00000142,00000000,00000032,00005014,00000035,00000024,00000000,00000097,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00025212,00001008,00000054,00000232,00000101,00006221,00020850,00000014,00000659,00000874,00000146,00000452,00000000,00000191,00000934,00000210,00000061,00000000,00000138,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00092029,00006341,00000461,00004062,00000024,00036293,00129121,00000117,00002295,00003765,00000207,00000700,00000001,00000154,00005813,00000256,00000133,00000000,00000242,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00026083,00001261,00000230,00000486,00000006,00011598,00015364,00000047,00000646,00001722,00000079,00000100,00000000,00000075,00003522,00000071,00000040,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00075527,00003025,00000347,00001095,00001494,00022821,00054454,00000075,00001433,00003948,00000197,00000578,00000000,00005883,00006942,00000411,00000246,00000000,00000433,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008273,00000331,00000044,00000112,00000005,00002369,00008943,00000005,00000123,00000494,00000008,00000122,00000000,00000014,00001180,00000039,00000055,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00015893,00001208,00000077,00000308,00000003,00003669,00015682,00000023,00000259,00000664,00000017,00000287,00000000,00000031,00001901,00000133,00000070,00000000,00000106,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00010239,00000686,00000068,00000197,00000007,00003498,00009911,00000016,00000241,00000688,00000040,00000083,00000000,00000014,00001261,00000071,00000066,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00008775,00000459,00000076,00000164,00000001,00004618,00005489,00000015,00000185,00000828,00000017,00000031,00000000,00000007,00001000,00000023,00000014,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00050187,00002061,00000485,00001142,00000005,00029594,00031950,00000118,00001168,00004794,00000064,00000323,00000000,00000053,00007396,00000057,00000076,00000000,00000167,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00017990,00000523,00000124,00000248,00000002,00008858,00007150,00000009,00000264,00001330,00000010,00000066,00000000,00000022,00001794,00000021,00000010,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00014232,00000410,00000083,00000151,00000003,00006211,00005522,00000014,00000228,00000852,00000004,00000082,00000000,00000008,00001205,00000017,00000012,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00013838,00000522,00000104,00000166,00000000,00006053,00004427,00000013,00000211,00001057,00000008,00000036,00000000,00000017,00001469,00000005,00000002,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00005063,00000261,00000031,00000049,00000000,00002801,00001958,00000012,00000081,00000385,00000000,00000023,00000000,00000001,00000572,00000010,00000005,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00012544,00000406,00000109,00000181,00000000,00006567,00004795,00000043,00000252,00001103,00000025,00000049,00000000,00000008,00001394,00000005,00000000,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007767,00000215,00000030,00000073,00000000,00003566,00003110,00000007,00000143,00000660,00000013,00000022,00000000,00000000,00000892,00000006,00000000,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00012382,00000516,00000100,00000208,00000000,00007369,00005884,00000025,00000228,00001414,00000019,00000023,00000000,00000006,00001741,00000002,00000012,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00032002,00001190,00000075,00000256,00000000,00003197,00009615,00000010,00000342,00000562,00000323,00001209,00000000,00000002,00002087,00000418,00000027,00000000,00000063,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00044451,00001570,00000119,00000354,00000201,00012759,00032397,00000022,00002297,00001795,00000326,00000855,00000000,00000635,00002619,00000332,00000104,00000000,00000223,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00060742,00002654,00000170,00000794,00000122,00020450,00056776,00000028,00001971,00002308,00000330,00000901,00000000,00000422,00003845,00000461,00000199,00000000,00000397,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00058546,00001861,00000172,00000664,00000060,00019566,00051914,00000027,00003459,00002286,00000370,00000887,00000000,00000188,00002472,00000423,00000178,00000000,00000418,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00022083,00000691,00000086,00000316,00000009,00008683,00020798,00000023,00001057,00000790,00000093,00000226,00000000,00000041,00000831,00000112,00000049,00000000,00000182,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00043451,00001398,00000126,00000515,00000087,00012664,00043852,00000036,00001567,00001922,00000632,00000744,00000000,00000170,00001867,00000355,00000188,00000000,00000273,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00159750,00006309,00000473,00001874,00000529,00048262,00118361,00000096,00005604,00007981,00000450,00001565,00000000,00001744,00008506,00001300,00000504,00000000,00001317,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00042611,00001608,00000103,00000496,00000089,00011748,00037996,00000021,00001811,00001820,00000186,00000429,00000000,00000278,00001420,00000295,00000161,00000000,00000352,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00040873,00000857,00000060,00000221,00000034,00014689,00033451,00000016,00003104,00002235,00000174,00000320,00000000,00000172,00001342,00000220,00000137,00000000,00000394,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00021585,00001048,00000080,00000276,00000009,00005035,00016584,00000012,00001005,00000802,00000250,00000345,00000000,00000069,00003689,00000167,00000058,00000000,00000111,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00009316,00000191,00000013,00000045,00000005,00004480,00004429,00000008,00001767,00000385,00000105,00000073,00000000,00000029,00000275,00000053,00000017,00000000,00000128,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00010841,00000459,00000044,00000128,00000018,00002395,00008785,00000004,00000145,00000434,00000097,00000137,00000000,00000061,00001905,00000076,00000023,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00006841,00000251,00000032,00000083,00000012,00003205,00004057,00000002,00000261,00000410,00000023,00000030,00000001,00000006,00000922,00000020,00000018,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00015497,00000618,00000065,00000262,00000002,00005546,00018023,00000015,00000206,00000726,00000034,00000111,00000000,00000028,00000905,00000049,00000061,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00026046,00001371,00000075,00000382,00000005,00007397,00034534,00000015,00000336,00001004,00000022,00000174,00000000,00000037,00001659,00000084,00000108,00000000,00000117,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00028239,00001194,00000082,00000407,00000011,00009351,00036591,00000019,00000412,00001271,00000025,00000154,00000001,00000046,00001784,00000106,00000087,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00024681,00000823,00000067,00000252,00000005,00007879,00029313,00000025,00000590,00001060,00000027,00000267,00000000,00000036,00001533,00000115,00000078,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00033487,00001327,00000106,00000314,00000005,00008528,00039804,00000037,00000429,00001224,00000030,00000422,00000000,00000030,00002169,00000172,00000143,00000000,00000106,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00038716,00002716,00000270,00000739,00000010,00019427,00027401,00000038,00000809,00001022,00000022,00000148,00000000,00000040,00001592,00000066,00000035,00000000,00000068,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00060873,00001282,00000163,00000418,00000003,00030304,00027750,00000020,00000953,00001066,00000014,00000108,00000000,00000010,00001505,00000056,00000025,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00031991,00001411,00000286,00000789,00000005,00017037,00021723,00000042,00000478,00002389,00000053,00000161,00000000,00000015,00002907,00000035,00000073,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00030312,00001325,00000175,00000630,00000021,00010261,00027865,00000067,00000662,00001776,00000092,00000265,00000000,00000068,00003221,00000111,00000124,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00007423,00000278,00000017,00000153,00000000,00002657,00004911,00000002,00000070,00000383,00000003,00000082,00000000,00000008,00000837,00000038,00000014,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00042921,00001324,00000290,00000809,00000010,00024675,00043246,00000060,00000874,00003771,00000051,00000168,00000000,00000041,00004298,00000129,00000125,00000000,00000138,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00052286,00002183,00000547,00001188,00000024,00029198,00040717,00000079,00001505,00004414,00000093,00000184,00000000,00000120,00005493,00000153,00000164,00000000,00000278,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00017518,00000523,00000163,00000380,00000010,00010574,00008102,00000026,00000379,00001513,00000029,00000065,00000000,00000014,00002517,00000014,00000017,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00019651,00000622,00000098,00000281,00000002,00012696,00011708,00000020,00000290,00001364,00000012,00000075,00000000,00000004,00001454,00000018,00000009,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00052495,00003471,00000296,00001144,00000103,00016813,00046473,00000077,00001398,00002730,00000177,00000621,00000000,00000365,00003730,00000419,00000207,00000000,00000443,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00017529,00000711,00000132,00000304,00000004,00008780,00011637,00000017,00000247,00001438,00000044,00000103,00000000,00000011,00001847,00000041,00000023,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00010100,00000413,00000078,00000250,00000001,00005369,00006963,00000026,00000220,00000878,00000093,00000036,00000000,00000008,00001108,00000041,00000016,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00083010,00005004,00000473,00001567,00000223,00020961,00062579,00000096,00001634,00003802,00000428,00001004,00000000,00000890,00011342,00000630,00000288,00000000,00000419,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00021349,00000973,00000189,00000359,00000002,00010437,00010751,00000030,00000389,00001407,00000017,00000106,00000000,00000015,00001981,00000011,00000032,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00036851,00001419,00000332,00000852,00000017,00018285,00030785,00000055,00000686,00003095,00000126,00000339,00000000,00000047,00006258,00000180,00000046,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00045862,00002755,00000214,00001077,00000023,00014255,00040856,00000042,00001219,00002288,00000113,00000517,00000000,00000112,00003677,00000331,00000198,00000000,00000420,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00026807,00000845,00000172,00000354,00000010,00015340,00013225,00000024,00000564,00001740,00000029,00000091,00000000,00000073,00001924,00000050,00000021,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00035194,00000821,00000046,00000184,00000373,00009159,00020214,00000012,00001292,00001020,00000107,00000616,00000000,00000964,00002446,00000278,00000098,00000000,00000376,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00012264,00000569,00000082,00000298,00000000,00004886,00008697,00000013,00000195,00000616,00000025,00000059,00000000,00000002,00001013,00000010,00000016,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00018647,00000801,00000092,00000387,00000004,00005953,00015705,00000026,00000301,00000644,00000030,00000139,00000000,00000011,00001181,00000057,00000040,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00058346,00001874,00000184,00000638,00000627,00017282,00038236,00000042,00002408,00001940,00000196,00000901,00000000,00001563,00002390,00000553,00000182,00000000,00000411,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00013916,00000494,00000056,00000169,00000008,00005222,00008359,00000014,00000281,00000711,00000034,00000079,00000000,00000020,00000784,00000095,00000008,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00021349,00003239,00000059,00002592,00000006,00004613,00035355,00000027,00000824,00000693,00000073,00000217,00000000,00000077,00002403,00000100,00000043,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00026089,00000930,00000192,00000347,00000005,00016442,00012365,00000024,00000928,00001775,00000029,00000063,00000000,00000014,00001689,00000029,00000020,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00000012,00000000,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
