     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,08/07/2010-08/13/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R017,LEXINGTON AVENUE              ,00076921,00003233,00000154,00000670,00000947,00011862,00050504,00000031,00000949,00002127,00000266,00001884,00000000,00002243,00002658,00000899,00000252,00000000,00000341,00000000,00000000,00000000,                                                                                                                                        
R018,ROOSEVELT AVE/JACKSON HTS     ,00091411,00006024,00000628,00002663,00000022,00043357,00114523,00000108,00002213,00004258,00000098,00000540,00000000,00000112,00006356,00000255,00000149,00000000,00000264,00000000,00000000,00000000,                                                                                                                                        
R019,179TH STREET & HILLSIDE AVE   ,00032167,00001547,00000173,00000887,00000009,00014327,00031101,00000067,00000778,00002269,00000075,00000471,00000000,00000048,00004399,00000095,00000017,00000000,00000075,00000000,00000000,00000000,                                                                                                                                        
R020,47-50 STREETS/ROCKEFELLER     ,00143722,00005526,00000339,00001321,00000754,00034988,00102098,00000071,00005645,00005617,00000630,00003133,00000000,00001489,00005694,00001092,00000421,00000000,00000698,00000000,00000000,00000000,                                                                                                                                        
R021,42ND STREET & 6TH AVENUE      ,00090610,00003153,00000271,00001000,00000138,00023741,00080876,00000069,00002765,00004728,00000481,00002071,00000000,00000278,00004917,00000549,00000326,00000000,00000372,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00175188,00006501,00000552,00002055,00000800,00055076,00131629,00000109,00009522,00009592,00001625,00002503,00000000,00001651,00008523,00000763,00000363,00000000,00000916,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00144450,00004691,00000415,00001275,00000670,00028016,00090642,00000088,00003259,00004402,00000327,00002432,00000000,00001505,00004691,00000901,00000492,00000000,00000603,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00044811,00001379,00000213,00000577,00000292,00020010,00023428,00000030,00001430,00002757,00000071,00000195,00000000,00000790,00003151,00000141,00000070,00000000,00005630,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00059675,00001516,00000402,00001270,00000014,00037352,00038449,00000127,00001726,00006493,00000107,00000327,00000000,00000041,00009068,00000057,00000056,00000000,00000154,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00059385,00001671,00000106,00000451,00002191,00008827,00044266,00000030,00001473,00002124,00000204,00001373,00000000,00006742,00003753,00000722,00000243,00000000,00000285,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00049140,00002119,00000159,00000589,00000516,00012959,00032730,00000048,00002120,00002512,00000138,00000772,00000000,00001590,00012197,00000324,00000191,00000000,00000302,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00132178,00004256,00000255,00001103,00001337,00024923,00070422,00000062,00005296,00004830,00001287,00001676,00000000,00003503,00015306,00000916,00000366,00000000,00000724,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00042382,00001418,00000128,00000428,00000849,00009588,00028901,00000030,00001204,00001957,00000158,00000630,00000000,00001984,00003992,00000331,00000156,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00096493,00003645,00000273,00000833,00002305,00020073,00042131,00000045,00003241,00003660,00000386,00001180,00000000,00005786,00004195,00000967,00000238,00000000,00000357,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00078359,00002589,00000195,00000833,00000156,00018566,00069987,00000043,00002026,00003318,00000393,00001563,00000000,00000249,00003383,00000612,00000273,00000000,00000246,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00209246,00004699,00000446,00001575,00000657,00072318,00104133,00000103,00018783,00012316,00000746,00001715,00000001,00001075,00006571,00000961,00000377,00000000,00001397,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00015361,00000900,00000089,00000301,00000021,00007284,00013083,00000016,00000481,00001854,00000046,00000135,00000000,00000032,00001165,00000080,00000023,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00051894,00002625,00000229,00000736,00000144,00017651,00041060,00000065,00000783,00003073,00000117,00000190,00000000,00000329,00002863,00000330,00000292,00000000,00000216,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00017777,00000923,00000099,00000313,00000000,00009151,00009590,00000024,00000275,00001263,00000019,00000060,00000000,00000011,00001340,00000009,00000022,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00011334,00000552,00000090,00000238,00000004,00008557,00007627,00000013,00000253,00000948,00000016,00000029,00000000,00000012,00000932,00000009,00000015,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00005018,00000213,00000022,00000083,00000001,00001759,00002854,00000002,00000086,00000211,00000002,00000029,00000000,00000005,00000462,00000014,00000005,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00012736,00000486,00000076,00000188,00000056,00006135,00007948,00000008,00000246,00001042,00000013,00000032,00000000,00000083,00001140,00000053,00000036,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00017325,00001111,00000155,00000423,00000000,00008190,00012979,00000018,00000305,00001094,00000109,00000113,00000000,00000023,00001560,00000089,00000032,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00043636,00001900,00000176,00000502,00000679,00012640,00029731,00000040,00002413,00002176,00001905,00000764,00000000,00002217,00006158,00000425,00000160,00000000,00000242,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00015775,00000386,00000055,00000124,00000132,00007204,00006458,00000003,00002819,00001001,00000134,00000173,00000000,00000419,00001018,00000090,00000026,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00052222,00001787,00000090,00000331,00000973,00010494,00042013,00000015,00002326,00002019,00000803,00001072,00000000,00002916,00002765,00000607,00000233,00000000,00000285,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00082373,00003724,00000183,00001146,00000462,00023102,00048419,00000062,00004597,00004293,00000584,00000878,00000000,00001454,00019242,00000585,00000229,00000000,00000474,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00069073,00002208,00000098,00000334,00002157,00008177,00027298,00000014,00001765,00001455,00000177,00001040,00000000,00004286,00001471,00000842,00000169,00000000,00000219,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00200422,00005943,00000362,00001125,00003331,00036762,00101748,00000069,00008522,00006417,00000783,00002734,00000000,00008178,00006254,00001948,00000647,00000000,00001056,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00095390,00003385,00000157,00000743,00001464,00019768,00077226,00000049,00001695,00003799,00000666,00002093,00000000,00004668,00005671,00001193,00000450,00000000,00000326,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00028624,00000869,00000035,00000169,00000574,00005067,00020054,00000011,00000502,00000731,00000065,00000574,00000000,00000947,00001243,00000281,00000055,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00056797,00002169,00000121,00000488,00000130,00017008,00040965,00000023,00002844,00002595,00000370,00001248,00000000,00000320,00003130,00000535,00000256,00000000,00000419,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00062576,00002638,00000156,00000645,00000328,00018697,00052511,00000045,00002419,00003373,00000375,00001045,00000000,00000848,00003376,00000600,00000216,00000000,00000324,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00077552,00003342,00000210,00000869,00000235,00026241,00067565,00000045,00002144,00004706,00000314,00000984,00000000,00000676,00004423,00000658,00000277,00000000,00000316,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00012925,00000701,00000139,00000401,00000016,00007103,00008016,00000028,00000322,00001048,00000056,00000078,00000000,00000013,00001098,00000051,00000010,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00040879,00001575,00000323,00000879,00000006,00029897,00021593,00000079,00000841,00004197,00000056,00000141,00000000,00000027,00005018,00000033,00000010,00000000,00000116,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00026991,00001036,00000059,00000297,00000177,00006893,00021712,00000010,00000942,00001085,00000159,00000504,00000000,00000227,00000982,00000213,00000074,00000000,00000163,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00092056,00006539,00000493,00004187,00000017,00036465,00125199,00000088,00002793,00004182,00000223,00000717,00000000,00000119,00005788,00000259,00000115,00000000,00000236,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00024854,00001288,00000227,00000508,00000009,00011360,00015082,00000049,00000566,00001852,00000095,00000133,00000000,00000055,00003396,00000084,00000041,00000000,00000095,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00075799,00003157,00000346,00001102,00002420,00023885,00054364,00000083,00001563,00004534,00000198,00000571,00000000,00006374,00007133,00000433,00000269,00000000,00000430,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008080,00000375,00000040,00000103,00000002,00002516,00008729,00000009,00000174,00000570,00000003,00000107,00000000,00000014,00001092,00000078,00000056,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00016146,00001262,00000099,00000326,00000003,00003786,00015578,00000008,00000282,00000852,00000010,00000245,00000000,00000033,00001946,00000126,00000075,00000000,00000068,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00010887,00000700,00000103,00000229,00000005,00003851,00010813,00000018,00000306,00000952,00000059,00000103,00000000,00000030,00001150,00000064,00000062,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00007995,00000470,00000080,00000159,00000001,00004580,00004988,00000011,00000183,00000844,00000010,00000040,00000000,00000004,00000912,00000020,00000013,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00049596,00002205,00000399,00001163,00000010,00030366,00031668,00000104,00001108,00005015,00000060,00000318,00000000,00000055,00007583,00000035,00000066,00000000,00000166,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00017297,00000484,00000115,00000222,00000002,00008689,00006833,00000029,00000251,00001405,00000011,00000066,00000000,00000017,00001765,00000015,00000010,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013703,00000386,00000094,00000142,00000000,00006073,00005520,00000012,00000189,00000911,00000003,00000101,00000000,00000015,00001185,00000018,00000012,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00013298,00000490,00000118,00000173,00000000,00006343,00004418,00000020,00000171,00001152,00000007,00000021,00000000,00000018,00001500,00000001,00000002,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004901,00000278,00000032,00000065,00000000,00002785,00001785,00000005,00000072,00000468,00000000,00000026,00000000,00000001,00000532,00000010,00000006,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00011766,00000437,00000085,00000166,00000003,00006706,00004948,00000035,00000238,00001143,00000009,00000046,00000000,00000008,00001338,00000000,00000006,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007524,00000237,00000048,00000083,00000000,00003761,00003035,00000004,00000104,00000662,00000015,00000023,00000000,00000003,00000940,00000004,00000001,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011978,00000487,00000110,00000209,00000000,00007495,00005795,00000024,00000220,00001270,00000018,00000020,00000000,00000004,00001624,00000003,00000005,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00031882,00001255,00000042,00000298,00000000,00003280,00009559,00000006,00000583,00000533,00000305,00001287,00000000,00000001,00002173,00000379,00000018,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00050671,00001761,00000116,00000399,00000316,00014532,00034938,00000027,00003244,00002327,00000354,00000939,00000000,00000672,00002733,00000332,00000109,00000000,00000210,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00061791,00002885,00000179,00000863,00000186,00020308,00057689,00000023,00002429,00003246,00000311,00000985,00000000,00000438,00003846,00000459,00000204,00000000,00000325,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00065875,00001956,00000163,00000698,00000109,00022151,00053949,00000022,00005111,00003156,00000363,00000994,00000000,00000210,00002476,00000416,00000244,00000000,00000451,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00022523,00000794,00000107,00000276,00000023,00009011,00020786,00000018,00001245,00001027,00000110,00000295,00000000,00000052,00000855,00000140,00000050,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00041981,00001451,00000117,00000525,00000103,00012663,00040302,00000023,00001719,00002591,00000694,00000830,00000000,00000195,00001909,00000271,00000166,00000000,00000304,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00148090,00006376,00000489,00001937,00000652,00047351,00108394,00000150,00006424,00009527,00000403,00001477,00000000,00001769,00008000,00001155,00000463,00000000,00001132,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00040950,00001603,00000108,00000469,00000120,00012075,00036760,00000026,00002344,00002475,00000188,00000474,00000000,00000275,00001491,00000241,00000155,00000000,00000333,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00043366,00000887,00000072,00000270,00000081,00014991,00033008,00000006,00003745,00002956,00000176,00000311,00000000,00000219,00001375,00000231,00000119,00000000,00000341,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00023045,00001135,00000074,00000317,00000035,00005120,00016380,00000006,00001211,00000920,00000291,00000418,00000000,00000092,00003640,00000144,00000061,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00011369,00000185,00000018,00000058,00000007,00004899,00004494,00000003,00002519,00000674,00000092,00000077,00000000,00000020,00000291,00000045,00000013,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00009262,00000492,00000053,00000129,00000032,00002506,00006837,00000010,00000201,00000469,00000123,00000136,00000000,00000056,00001932,00000051,00000019,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00006552,00000274,00000031,00000073,00000012,00003672,00003539,00000001,00000335,00000398,00000023,00000031,00000000,00000008,00000845,00000019,00000015,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00014827,00000588,00000064,00000255,00000007,00005462,00016842,00000000,00000203,00000826,00000032,00000110,00000000,00000043,00000736,00000044,00000054,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00024549,00001298,00000073,00000379,00000015,00007442,00031768,00000009,00000360,00001247,00000034,00000178,00000000,00000045,00001540,00000081,00000108,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00027176,00001150,00000111,00000385,00000006,00009500,00034011,00000020,00000402,00001439,00000025,00000138,00000000,00000040,00001738,00000105,00000097,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00024991,00000814,00000072,00000266,00000011,00008198,00028546,00000003,00000636,00001262,00000020,00000248,00000000,00000033,00001441,00000091,00000076,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00032751,00001395,00000108,00000310,00000007,00008648,00038872,00000033,00000464,00001618,00000034,00000418,00000000,00000023,00002154,00000137,00000126,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00037762,00002612,00000237,00000692,00000010,00018963,00026042,00000048,00000996,00001094,00000032,00000145,00000000,00000043,00001442,00000067,00000041,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00061018,00001426,00000149,00000418,00000009,00030938,00028134,00000035,00000708,00001125,00000023,00000111,00000000,00000013,00001483,00000068,00000020,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00031395,00001506,00000298,00000770,00000005,00017161,00021710,00000074,00000583,00002555,00000049,00000182,00000000,00000013,00002815,00000032,00000059,00000000,00000095,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00028452,00001394,00000180,00000682,00000024,00010425,00028089,00000063,00000668,00001919,00000084,00000261,00000000,00000070,00003262,00000105,00000101,00000000,00000132,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00006286,00000232,00000012,00000149,00000001,00002070,00003963,00000010,00000072,00000307,00000001,00000078,00000000,00000000,00000761,00000045,00000006,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00038511,00001338,00000322,00000812,00000015,00024845,00036194,00000064,00000885,00003867,00000029,00000132,00000000,00000027,00004009,00000065,00000097,00000000,00000160,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00050644,00002260,00000490,00001220,00000030,00029717,00038891,00000092,00001649,00005127,00000103,00000184,00000000,00000148,00005504,00000131,00000143,00000000,00000269,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00017009,00000482,00000148,00000366,00000012,00010445,00008169,00000038,00000337,00001723,00000023,00000045,00000000,00000012,00002589,00000011,00000016,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00019629,00000574,00000136,00000294,00000007,00012910,00011624,00000031,00000280,00001351,00000016,00000064,00000000,00000006,00001446,00000019,00000006,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00050037,00003426,00000301,00001179,00000157,00016562,00043664,00000107,00001380,00003456,00000192,00000612,00000000,00000383,00003732,00000341,00000150,00000000,00000338,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00017380,00000695,00000139,00000293,00000000,00009205,00011285,00000019,00000265,00001485,00000042,00000123,00000000,00000009,00001886,00000050,00000016,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00009686,00000387,00000065,00000259,00000002,00005600,00007036,00000022,00000224,00000962,00000075,00000048,00000000,00000008,00001135,00000036,00000014,00000000,00000052,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00079844,00005181,00000390,00001571,00000386,00021170,00058996,00000101,00001660,00004315,00000411,00001093,00000000,00001062,00011090,00000567,00000273,00000000,00000417,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020547,00000939,00000184,00000393,00000000,00010509,00010254,00000036,00000379,00001456,00000015,00000094,00000000,00000008,00002012,00000017,00000032,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00031171,00001301,00000327,00000763,00000003,00017287,00025758,00000054,00000693,00003051,00000128,00000271,00000000,00000042,00005888,00000130,00000023,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00044836,00002826,00000216,00001099,00000035,00014231,00038853,00000051,00001318,00002828,00000111,00000549,00000000,00000146,00003608,00000289,00000176,00000000,00000395,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00025750,00000738,00000161,00000353,00000006,00015292,00012785,00000052,00000682,00001808,00000031,00000072,00000000,00000076,00001861,00000038,00000025,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00038687,00000865,00000067,00000203,00000570,00009363,00021021,00000004,00001481,00001245,00000095,00000669,00000000,00001033,00002459,00000357,00000090,00000000,00000345,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00011267,00000610,00000078,00000287,00000001,00004993,00008667,00000015,00000197,00000645,00000024,00000065,00000000,00000002,00001075,00000027,00000014,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00017811,00000829,00000100,00000397,00000003,00006027,00014608,00000028,00000334,00000820,00000027,00000115,00000000,00000005,00001152,00000050,00000042,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00059748,00001956,00000158,00000579,00000984,00017408,00037441,00000056,00002360,00002612,00000210,00000981,00000000,00001747,00002365,00000505,00000203,00000000,00000359,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00011443,00000455,00000056,00000178,00000003,00005211,00007847,00000013,00000305,00002849,00000038,00000090,00000000,00000023,00000858,00000042,00000009,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00022225,00003089,00000068,00002397,00000012,00004657,00033165,00000043,00000801,00000978,00000081,00000237,00000000,00000062,00002403,00000092,00000051,00000000,00000093,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00025727,00000885,00000134,00000347,00000014,00015816,00011987,00000025,00000717,00001855,00000031,00000039,00000000,00000012,00001684,00000031,00000020,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00017098,00000465,00000049,00000175,00000059,00010556,00014503,00000020,00000827,00000940,00000053,00000112,00000000,00000180,00001107,00000086,00000045,00000000,00000099,00000000,00000000,00000000,                                                                                                                                        
R122,90TH STREET/ELMHURST AVENUE   ,00041152,00001566,00000176,00000534,00000007,00021881,00028237,00000035,00000672,00000973,00000019,00000133,00000000,00000015,00001125,00000030,00000043,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
