     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,08/21/2010-08/27/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R051,59TH STREET & LEXINGTON AVE   ,00073305,00003390,00000188,00000816,00000097,00025119,00065266,00000049,00002035,00004087,00000337,00000890,00000000,00000567,00004291,00000646,00000283,00000000,00000348,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00011925,00000669,00000144,00000353,00000009,00006857,00007653,00000028,00000267,00000929,00000058,00000071,00000000,00000008,00001084,00000058,00000015,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00039211,00001353,00000291,00000896,00000005,00029463,00021523,00000058,00000900,00003869,00000052,00000125,00000000,00000023,00004770,00000030,00000019,00000000,00000082,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00025520,00001072,00000043,00000253,00000084,00006531,00021041,00000011,00000787,00000968,00000160,00000528,00000000,00000197,00000961,00000200,00000086,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00089099,00006133,00000506,00004047,00000016,00035543,00121698,00000103,00002496,00003652,00000210,00000677,00000000,00000133,00005696,00000264,00000108,00000000,00000269,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00023977,00001121,00000223,00000489,00000003,00011097,00014803,00000039,00000666,00001721,00000086,00000116,00000000,00000072,00003389,00000061,00000048,00000000,00000091,00000000,00000001,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00071704,00002844,00000341,00001074,00000922,00023076,00052824,00000069,00001529,00004313,00000167,00000502,00000000,00004754,00006604,00000385,00000264,00000000,00000438,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008098,00000345,00000038,00000119,00000001,00002370,00008610,00000004,00000112,00000520,00000011,00000114,00000000,00000010,00001053,00000064,00000040,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00014915,00001251,00000073,00000320,00000001,00003467,00015008,00000029,00000216,00000656,00000015,00000288,00000000,00000032,00001832,00000116,00000067,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00009574,00000687,00000082,00000193,00000003,00003379,00009744,00000012,00000268,00000682,00000018,00000074,00000000,00000015,00001122,00000062,00000077,00000000,00000063,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00007944,00000395,00000075,00000156,00000000,00004403,00004998,00000010,00000140,00000728,00000020,00000025,00000000,00000008,00000922,00000017,00000017,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00048033,00001969,00000423,00001134,00000002,00028982,00030915,00000125,00001057,00004710,00000063,00000305,00000000,00000060,00007357,00000059,00000080,00000000,00000190,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00016937,00000465,00000113,00000234,00000005,00008502,00006838,00000019,00000284,00001273,00000011,00000049,00000000,00000026,00001701,00000025,00000008,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013673,00000422,00000086,00000152,00000000,00005901,00005288,00000023,00000183,00000874,00000006,00000074,00000000,00000020,00001124,00000021,00000011,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKWAY AVENUE                ,00012577,00000508,00000126,00000181,00000000,00006024,00004172,00000018,00000182,00001021,00000010,00000024,00000000,00000015,00001383,00000004,00000002,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004783,00000250,00000031,00000051,00000000,00002651,00001807,00000007,00000083,00000405,00000001,00000019,00000000,00000000,00000584,00000012,00000003,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00011603,00000376,00000092,00000151,00000002,00006334,00004564,00000039,00000207,00001097,00000010,00000034,00000000,00000005,00001318,00000006,00000005,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007202,00000221,00000040,00000077,00000000,00003657,00002968,00000009,00000107,00000630,00000012,00000022,00000000,00000000,00000860,00000002,00000001,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011569,00000466,00000089,00000209,00000000,00007076,00005538,00000028,00000208,00001296,00000007,00000022,00000000,00000004,00001642,00000001,00000006,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00030980,00001230,00000050,00000263,00000002,00003117,00009227,00000005,00000410,00000537,00000267,00001192,00000000,00000008,00002030,00000405,00000024,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00045140,00001682,00000092,00000368,00000151,00013493,00032378,00000034,00002977,00001776,00000345,00000845,00000000,00000595,00002693,00000326,00000121,00000000,00000271,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00058671,00002647,00000159,00000748,00000092,00019697,00055106,00000031,00002287,00002540,00000318,00000916,00000000,00000439,00003773,00000444,00000180,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00058689,00001819,00000193,00000690,00000055,00021619,00052019,00000022,00004395,00002542,00000329,00000955,00000000,00000186,00002382,00000367,00000211,00000000,00000443,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00021330,00000723,00000101,00000300,00000012,00008762,00020370,00000030,00001046,00000747,00000078,00000240,00000000,00000045,00000747,00000108,00000058,00000000,00000167,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00040356,00001265,00000108,00000486,00000070,00012417,00038330,00000025,00001715,00001815,00000647,00000774,00000000,00000162,00001732,00000293,00000163,00000000,00000250,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00143308,00006103,00000484,00001881,00000324,00047045,00106614,00000105,00006000,00007978,00000394,00001354,00000000,00001577,00007845,00001142,00000469,00000000,00001161,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00039245,00001528,00000112,00000475,00000053,00011902,00035482,00000032,00002135,00002000,00000200,00000448,00000000,00000279,00001391,00000276,00000158,00000000,00000357,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00041423,00000935,00000054,00000296,00000018,00015177,00032446,00000006,00003300,00002358,00000196,00000314,00000000,00000163,00001395,00000219,00000112,00000000,00000371,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00021641,00001121,00000089,00000292,00000013,00004862,00015385,00000008,00001018,00000827,00000246,00000368,00000000,00000050,00003498,00000192,00000065,00000000,00000113,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00010385,00000255,00000010,00000058,00000009,00005368,00004387,00000005,00002388,00000518,00000081,00000095,00000000,00000022,00000292,00000027,00000011,00000000,00000136,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00009213,00000413,00000048,00000106,00000011,00002280,00007160,00000016,00000145,00000425,00000108,00000129,00000000,00000050,00001852,00000069,00000022,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00006679,00000264,00000023,00000071,00000005,00003502,00003885,00000006,00000340,00000377,00000026,00000041,00000000,00000006,00000883,00000017,00000018,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00014612,00000578,00000071,00000253,00000000,00005338,00017239,00000010,00000181,00000824,00000020,00000082,00000000,00000038,00000768,00000049,00000059,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00024040,00001383,00000081,00000353,00000007,00007134,00032883,00000018,00000367,00001099,00000020,00000148,00000000,00000042,00001561,00000055,00000113,00000000,00000125,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00026753,00001104,00000083,00000393,00000006,00009214,00034907,00000015,00000401,00001376,00000013,00000179,00000000,00000042,00001695,00000121,00000098,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00023463,00000791,00000065,00000221,00000005,00007478,00027543,00000019,00000546,00001101,00000025,00000282,00000000,00000046,00001420,00000090,00000063,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00032388,00001280,00000082,00000302,00000004,00008523,00038002,00000044,00000364,00001281,00000025,00000397,00000000,00000031,00002061,00000158,00000142,00000000,00000116,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00036306,00002511,00000230,00000657,00000012,00018919,00025116,00000035,00000733,00000994,00000020,00000127,00000000,00000050,00001365,00000058,00000036,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00060477,00001289,00000157,00000415,00000005,00031164,00027836,00000020,00000993,00001094,00000019,00000089,00000000,00000014,00001459,00000058,00000025,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00029971,00001370,00000298,00000761,00000005,00016487,00021081,00000041,00000459,00002394,00000043,00000149,00000000,00000023,00002782,00000027,00000054,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00027825,00001247,00000176,00000619,00000010,00010263,00026516,00000048,00000650,00001834,00000066,00000283,00000000,00000062,00003059,00000099,00000083,00000000,00000161,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00005934,00000220,00000008,00000133,00000002,00001968,00003857,00000002,00000067,00000258,00000006,00000060,00000000,00000005,00000774,00000043,00000010,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00039264,00001188,00000292,00000797,00000004,00023658,00037332,00000059,00000980,00003679,00000048,00000112,00000000,00000029,00004042,00000092,00000099,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00049740,00002001,00000507,00001117,00000019,00029136,00038440,00000052,00001527,00004531,00000126,00000220,00000000,00000120,00005151,00000136,00000149,00000001,00000283,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00016451,00000497,00000173,00000316,00000010,00010070,00007676,00000026,00000354,00001563,00000032,00000057,00000000,00000012,00002370,00000009,00000015,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00018769,00000554,00000119,00000280,00000002,00012453,00011309,00000018,00000241,00001242,00000013,00000050,00000000,00000006,00001438,00000012,00000010,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00048956,00003239,00000275,00001114,00000070,00016325,00042963,00000082,00001302,00002922,00000186,00000584,00000000,00000356,00003436,00000319,00000173,00000000,00000414,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00017125,00000638,00000112,00000303,00000003,00008593,00011236,00000017,00000236,00001429,00000057,00000100,00000000,00000010,00001829,00000040,00000013,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00009674,00000382,00000076,00000233,00000000,00005225,00006529,00000016,00000219,00000928,00000094,00000049,00000000,00000007,00001099,00000037,00000017,00000000,00000078,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00077375,00004897,00000401,00001493,00000198,00019887,00057981,00000090,00001538,00003676,00000400,00001041,00000000,00000845,00010719,00000587,00000254,00000000,00000382,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020496,00000899,00000192,00000349,00000001,00010170,00010049,00000035,00000342,00001381,00000014,00000085,00000000,00000011,00001966,00000010,00000033,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00032521,00001320,00000304,00000790,00000003,00016895,00025340,00000058,00000704,00002804,00000129,00000300,00000000,00000042,00005644,00000160,00000038,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00044295,00002769,00000230,00001007,00000022,00013951,00038210,00000040,00001262,00002328,00000097,00000577,00000000,00000113,00003398,00000292,00000190,00000000,00000456,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00025333,00000692,00000161,00000360,00000001,00014955,00012791,00000028,00000441,00001735,00000028,00000100,00000000,00000074,00001790,00000037,00000024,00000000,00000080,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00034619,00000769,00000066,00000206,00000312,00009399,00020394,00000017,00001500,00001045,00000095,00000625,00000000,00000880,00002465,00000261,00000103,00000000,00000354,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00011914,00000603,00000080,00000297,00000002,00004801,00008349,00000013,00000186,00000612,00000025,00000065,00000000,00000005,00000993,00000008,00000020,00000000,00000089,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00017492,00000784,00000072,00000395,00000001,00005863,00014454,00000029,00000271,00000631,00000028,00000124,00000000,00000014,00001155,00000043,00000028,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00058722,00001979,00000171,00000569,00000545,00018255,00038380,00000062,00002780,00002193,00000212,00000921,00000000,00001495,00002428,00000521,00000184,00000000,00000391,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00011157,00000447,00000053,00000184,00000004,00004901,00007561,00000011,00000270,00000695,00000039,00000064,00000000,00000021,00000777,00000040,00000009,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R118, CANAL STREET                 ,00020325,00002883,00000053,00002266,00000005,00004468,00031229,00000029,00000854,00000755,00000089,00000164,00000000,00000043,00002358,00000091,00000050,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00025092,00000841,00000144,00000360,00000002,00015789,00011717,00000026,00000812,00001751,00000026,00000037,00000000,00000023,00001720,00000032,00000013,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00000004,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00016466,00000445,00000042,00000150,00000013,00009931,00013466,00000014,00000648,00000972,00000049,00000118,00000000,00000152,00001015,00000060,00000035,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
