     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,08/27/2011-09/02/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R056,NEVINS STREET                 ,00023913,00001189,00000183,00000418,00000004,00010129,00013223,00000000,00000000,00000000,00000000,00000081,00000000,00000032,00000840,00000068,00000068,00000000,00000112,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00067672,00002684,00000358,00000893,00001219,00019343,00042309,00000000,00000000,00000000,00000000,00000385,00000000,00003870,00001830,00000581,00000325,00000000,00000418,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00007225,00000286,00000037,00000092,00000003,00002090,00007497,00000000,00000000,00000000,00000000,00000082,00000000,00000010,00000364,00000049,00000070,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00013580,00001061,00000102,00000265,00000004,00003152,00012770,00000000,00000000,00000000,00000000,00000187,00000000,00000028,00000703,00000166,00000115,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00008096,00000597,00000102,00000176,00000009,00002687,00007487,00000000,00000000,00000000,00000000,00000063,00000000,00000010,00000480,00000038,00000058,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00007820,00000385,00000082,00000121,00000002,00003855,00004467,00000000,00000000,00000000,00000000,00000034,00000000,00000012,00000272,00000014,00000030,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00048309,00001914,00000398,00000988,00000002,00026197,00027489,00000000,00000000,00000001,00000000,00000209,00000000,00000033,00002147,00000063,00000128,00000000,00000238,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00016952,00000558,00000121,00000204,00000001,00007468,00006104,00000000,00000000,00000000,00000000,00000037,00000000,00000012,00000553,00000016,00000028,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00013318,00000390,00000059,00000140,00000005,00005300,00004666,00000000,00000000,00000000,00000000,00000032,00000000,00000008,00000405,00000020,00000048,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKAWAY AVENUE               ,00012590,00000464,00000126,00000117,00000000,00005301,00004065,00000000,00000000,00000000,00000000,00000005,00000000,00000007,00000325,00000003,00000025,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00004313,00000246,00000025,00000049,00000000,00002549,00001654,00000000,00000000,00000000,00000000,00000018,00000000,00000001,00000088,00000010,00000017,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00011284,00000342,00000087,00000102,00000000,00005089,00003975,00000000,00000000,00000000,00000000,00000018,00000000,00000006,00000327,00000006,00000008,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00007140,00000203,00000035,00000060,00000000,00003347,00002578,00000000,00000000,00000000,00000000,00000017,00000000,00000008,00000162,00000011,00000000,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00011794,00000420,00000097,00000177,00000000,00006396,00005166,00000000,00000000,00000000,00000000,00000021,00000000,00000006,00000328,00000004,00000005,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00029706,00001115,00000046,00000269,00000000,00002697,00008197,00000000,00000000,00000000,00000000,00000986,00000000,00000000,00000594,00000546,00000033,00000000,00000159,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00041320,00001400,00000119,00000319,00000134,00011061,00024407,00000000,00000000,00000000,00000000,00000547,00000000,00000406,00001686,00000468,00000168,00000000,00000276,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00052866,00002401,00000196,00000650,00000097,00015992,00042216,00000000,00000000,00000000,00000000,00000633,00000000,00000275,00002580,00000602,00000292,00000000,00000408,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00050027,00001450,00000139,00000587,00000037,00016144,00039177,00000000,00000000,00000000,00000000,00000665,00000000,00000120,00001785,00000538,00000289,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00021230,00000669,00000115,00000247,00000018,00007238,00017629,00000000,00000000,00000000,00000000,00000238,00000000,00000042,00000523,00000186,00000124,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00042880,00001201,00000131,00000381,00000072,00011617,00037058,00000000,00000000,00000000,00000000,00000556,00000000,00000135,00001125,00000409,00000253,00000000,00000248,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00142801,00005714,00000494,00001705,00000425,00043119,00092708,00000000,00000000,00000000,00000000,00001057,00000000,00001131,00004105,00001482,00000745,00000000,00001106,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00035634,00001264,00000092,00000331,00000054,00009703,00028045,00000000,00000000,00000000,00000000,00000248,00000000,00000186,00000733,00000323,00000216,00000000,00000327,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00036661,00000703,00000056,00000228,00000034,00012765,00024413,00000000,00000000,00000000,00000000,00000208,00000000,00000112,00000664,00000269,00000189,00000000,00000357,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00019154,00000844,00000094,00000253,00000014,00004418,00013380,00000000,00000000,00000000,00000000,00000236,00000000,00000063,00000360,00000167,00000109,00000000,00000107,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00009622,00000180,00000012,00000055,00000005,00004366,00003398,00000000,00000000,00000000,00000000,00000069,00000000,00000020,00000110,00000052,00000021,00000000,00000121,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00008444,00000357,00000030,00000071,00000000,00002033,00005639,00000000,00000000,00000000,00000000,00000084,00000000,00000028,00000130,00000075,00000025,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00005824,00000190,00000017,00000068,00000001,00002475,00002895,00000000,00000000,00000000,00000000,00000020,00000000,00000003,00000473,00000011,00000016,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00012893,00000500,00000048,00000179,00000004,00004195,00012266,00000000,00000000,00000000,00000000,00000081,00000000,00000028,00000375,00000026,00000063,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00022509,00001116,00000065,00000274,00000012,00006078,00024096,00000000,00000000,00000000,00000000,00000144,00000000,00000028,00000968,00000132,00000176,00000000,00000115,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00024026,00000986,00000061,00000327,00000007,00007583,00025620,00000000,00000000,00000000,00000000,00000123,00000000,00000039,00000923,00000144,00000185,00000000,00000070,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00023304,00000648,00000066,00000217,00000011,00006910,00022528,00000000,00000000,00000000,00000000,00000243,00000000,00000023,00000812,00000179,00000116,00000000,00000078,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00030802,00001161,00000108,00000286,00000003,00007315,00030549,00000000,00000000,00000000,00000000,00000303,00000000,00000028,00001084,00000200,00000225,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00033047,00002283,00000287,00000575,00000001,00015582,00019927,00000000,00000000,00000000,00000000,00000087,00000000,00000019,00000825,00000096,00000053,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00052829,00001081,00000143,00000380,00000006,00023470,00019651,00000000,00000000,00000000,00000000,00000098,00000000,00000003,00000730,00000031,00000022,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00028442,00001225,00000253,00000596,00000006,00013591,00016541,00000000,00000000,00000000,00000000,00000075,00000000,00000009,00001135,00000045,00000098,00000000,00000111,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00027968,00001143,00000141,00000512,00000008,00008972,00023282,00000000,00000000,00000000,00000000,00000210,00000000,00000039,00000965,00000174,00000193,00000000,00000122,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00007449,00000250,00000025,00000112,00000001,00002279,00004139,00000000,00000000,00000000,00000000,00000054,00000000,00000005,00000204,00000059,00000010,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00039687,00001114,00000232,00000550,00000024,00021110,00033012,00000000,00000000,00000000,00000000,00000126,00000000,00000044,00001340,00000113,00000164,00000000,00000156,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00046911,00001891,00000432,00000929,00000017,00024658,00031557,00000000,00000000,00000000,00000000,00000105,00000000,00000067,00001595,00000144,00000225,00000001,00000240,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00015722,00000442,00000152,00000267,00000003,00008361,00006554,00000000,00000000,00000000,00000000,00000030,00000000,00000016,00000413,00000009,00000015,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00017265,00000473,00000084,00000193,00000000,00010464,00008427,00000000,00000000,00000000,00000000,00000061,00000000,00000010,00000643,00000032,00000019,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00047597,00002908,00000252,00000878,00000102,00015151,00036524,00000000,00000000,00000000,00000000,00000433,00000000,00000266,00001740,00000475,00000272,00000000,00000378,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00014638,00000447,00000113,00000175,00000000,00006378,00007322,00000000,00000000,00000000,00000000,00000029,00000000,00000003,00000554,00000039,00000019,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00010448,00000467,00000093,00000219,00000001,00005118,00006185,00000000,00000000,00000000,00000000,00000026,00000000,00000012,00000340,00000051,00000020,00000000,00000093,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00076289,00004641,00000419,00001330,00000178,00018931,00053105,00000000,00000000,00000000,00000000,00000719,00000000,00000722,00002388,00000684,00000371,00000000,00000417,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00020304,00000858,00000223,00000341,00000000,00009354,00009075,00000000,00000000,00000000,00000000,00000071,00000000,00000018,00000727,00000008,00000047,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00036431,00001275,00000324,00000659,00000017,00016395,00025857,00000000,00000000,00000000,00000000,00000236,00000000,00000040,00001966,00000188,00000107,00000000,00000152,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00042193,00002549,00000208,00000940,00000026,00012380,00032664,00000000,00000000,00000000,00000000,00000332,00000000,00000076,00001332,00000388,00000324,00000000,00000399,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00023597,00000658,00000129,00000283,00000008,00012380,00009914,00000000,00000000,00000000,00000000,00000038,00000000,00000039,00000701,00000037,00000020,00000000,00000094,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00030516,00000726,00000059,00000211,00000294,00008450,00015582,00000000,00000000,00000000,00000000,00000400,00000000,00000609,00001833,00000396,00000164,00000000,00000401,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00010685,00000570,00000076,00000229,00000000,00004040,00006984,00000000,00000000,00000000,00000000,00000060,00000000,00000003,00000478,00000036,00000032,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00017019,00000772,00000124,00000317,00000010,00004824,00012147,00000000,00000000,00000000,00000000,00000087,00000000,00000015,00000417,00000081,00000071,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00050449,00001709,00000194,00000486,00000510,00013756,00030328,00000000,00000000,00000000,00000000,00000636,00000000,00001117,00001766,00000607,00000255,00000000,00000401,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00012793,00000382,00000051,00000121,00000002,00004960,00006480,00000000,00000000,00000000,00000000,00000065,00000000,00000025,00000330,00000086,00000013,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R118,CANAL STREET                  ,00016987,00002265,00000048,00001596,00000013,00003368,00022452,00000000,00000000,00000000,00000000,00000144,00000000,00000043,00000428,00000093,00000070,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00025339,00000766,00000162,00000272,00000006,00013816,00009615,00000000,00000000,00000000,00000000,00000041,00000000,00000022,00000665,00000022,00000034,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00024971,00000724,00000127,00000212,00000001,00013139,00008170,00000000,00000000,00000000,00000000,00000083,00000000,00000005,00000487,00000016,00000018,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00017424,00000423,00000068,00000169,00000031,00008506,00013222,00000000,00000000,00000000,00000000,00000067,00000000,00000106,00000476,00000089,00000096,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
