     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,02/16/2013-02/22/2013,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                             
R001,WHITEHALL STREET              ,00032346,00001138,00000124,00000487,00000036,00010537,00016719,00000000,00000000,00000000,00000000,00000334,00000000,00000082,00001320,00000395,00000164,00000000,00000330,00000000,00000000,00000000,00000000,                                                                                                                               
R003,CYPRESS HILLS                 ,00003615,00000194,00000016,00000018,00000002,00001647,00001175,00000000,00000000,00000000,00000000,00000010,00000000,00000005,00000063,00000014,00000003,00000000,00000005,00000000,00000000,00000000,00000000,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00009018,00000335,00000018,00000110,00000000,00003619,00004116,00000000,00000000,00000000,00000000,00000055,00000000,00000005,00000233,00000017,00000021,00000000,00000053,00000000,00000000,00000000,00000000,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00009790,00000454,00000037,00000126,00000000,00003655,00005205,00000000,00000000,00000000,00000000,00000039,00000000,00000000,00000172,00000030,00000041,00000000,00000023,00000000,00000000,00000000,00000000,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00009396,00000460,00000024,00000135,00000004,00005224,00005602,00000000,00000000,00000000,00000000,00000071,00000000,00000013,00000253,00000054,00000047,00000000,00000034,00000000,00000000,00000000,00000000,                                                                                                                               
R007,104TH STREET                  ,00007117,00000246,00000045,00000072,00000000,00002752,00002964,00000000,00000000,00000000,00000000,00000029,00000000,00000007,00000091,00000029,00000011,00000000,00000043,00000000,00000000,00000000,00000000,                                                                                                                               
R008,111TH STREET                  ,00006267,00000196,00000021,00000041,00000003,00002440,00002493,00000000,00000000,00000000,00000000,00000016,00000000,00000004,00000117,00000040,00000010,00000000,00000027,00000000,00000000,00000000,00000000,                                                                                                                               
R009,121ST STREET                  ,00005076,00000222,00000030,00000055,00000006,00002463,00002452,00000000,00000000,00000000,00000000,00000012,00000000,00000006,00000104,00000028,00000011,00000000,00000027,00000000,00000000,00000000,00000000,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00093569,00003755,00000268,00000982,00000089,00035474,00054157,00000000,00000000,00000000,00000000,00000426,00000000,00000180,00002934,00000999,00000547,00000000,00001222,00000000,00000000,00000000,00000000,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00234785,00008890,00000405,00001407,00000102,00032567,00071826,00000000,00000000,00000000,00000000,00001218,00000000,00000122,00003206,00003251,00000741,00000000,00001140,00000000,00000000,00000000,00000000,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00205106,00007275,00000396,00001293,00003394,00034147,00073823,00000000,00000000,00000000,00000000,00001054,00000000,00006327,00003506,00003631,00000845,00000000,00001440,00000000,00000000,00000000,00000000,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00052716,00002129,00000146,00000617,00000776,00013265,00033692,00000000,00000000,00000000,00000000,00000364,00000000,00002114,00001246,00000951,00000342,00000000,00000415,00000000,00000000,00000000,00000000,                                                                                                                               
R014,FULTON STREET                 ,00081474,00002419,00000150,00000492,00000509,00019054,00048372,00000000,00000000,00000000,00000000,00000720,00000000,00001557,00002802,00001348,00000580,00000000,00000606,00000000,00000000,00000000,00000000,                                                                                                                               
R015,FIFTH AVENUE                  ,00071581,00002283,00000066,00000311,00000842,00012230,00030473,00000000,00000000,00000000,00000000,00001016,00000000,00001600,00002459,00001783,00000370,00000000,00000605,00000000,00000000,00000000,00000000,                                                                                                                               
R016,LEXINGTON AVENUE              ,00019679,00000888,00000047,00000151,00000061,00004732,00013150,00000000,00000000,00000000,00000000,00000284,00000000,00000153,00000816,00000328,00000133,00000000,00000135,00000000,00000000,00000000,00000000,                                                                                                                               
R017,LEXINGTON AVENUE              ,00099180,00004937,00000193,00000930,00000675,00018641,00057623,00000000,00000000,00000000,00000001,00001190,00000000,00001542,00003522,00002083,00000687,00000000,00000827,00000000,00000000,00000000,00000000,                                                                                                                               
R018,ROOSEVELT AVE/JACKSON HTS     ,00099374,00006879,00000740,00002583,00000011,00049714,00107849,00000000,00000000,00000000,00000000,00000391,00000000,00000083,00004502,00000609,00000422,00000000,00000385,00000000,00000000,00000000,00000000,                                                                                                                               
R019,179TH STREET & HILLSIDE AVE   ,00033266,00001743,00000239,00000787,00000004,00015048,00027678,00000000,00000000,00000000,00000000,00000379,00000000,00000025,00002189,00000316,00000110,00000000,00000153,00000000,00000000,00000000,00000000,                                                                                                                               
R020,47-50 STREETS/ROCKEFELLER     ,00149599,00006582,00000325,00001257,00000553,00035534,00092753,00000000,00000000,00000000,00000000,00002017,00000000,00000924,00006468,00002446,00001014,00000000,00000936,00000000,00000000,00000000,00000000,                                                                                                                               
R021,42ND STREET & 6TH AVENUE      ,00088433,00003653,00000203,00000945,00000077,00023769,00069896,00000000,00000000,00000000,00000000,00001382,00000000,00000153,00005065,00001340,00000742,00000000,00000542,00000000,00000000,00000000,00000000,                                                                                                                               
R022,34TH STREET & 6TH AVENUE      ,00175036,00007391,00000450,00001629,00000583,00057619,00117540,00000000,00000000,00000000,00000000,00001426,00000000,00000962,00006382,00001734,00000973,00000000,00001146,00000000,00000000,00000000,00000000,                                                                                                                               
R023,34TH STREET & 6TH AVENUE      ,00150828,00005654,00000368,00001268,00000470,00031353,00082367,00000000,00000000,00000000,00000000,00001428,00000000,00000916,00003749,00002166,00000939,00000000,00000850,00000000,00000000,00000000,00000000,                                                                                                                               
R024,SUTPHIN BOULEVARD             ,00049552,00002170,00000288,00000668,00000270,00024327,00022738,00000000,00000000,00000000,00000000,00000123,00000000,00000530,00001346,00000344,00000086,00000000,00006028,00000000,00000000,00000000,00000000,                                                                                                                               
