     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,10/01/2011-10/07/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,                                                                                          
R001,WHITEHALL STREET              ,00068284,00002221,00000326,00000876,00000501,00023330,00038916,00000000,00000000,00000000,00000000,00000919,00000000,00001015,00002540,00000800,00000213,00000000,00000660,00000000,00000000,00000000,00003392,                                                                                                                               
R002,FULTON ST & BROADWAY NASSAU   ,00022353,00000687,00000055,00000195,00000041,00005644,00015870,00000000,00000000,00000000,00000000,00000329,00000000,00000077,00000638,00000209,00000124,00000000,00000192,00000000,00000000,00000000,00001155,                                                                                                                               
R003,CYPRESS HILLS                 ,00003942,00000156,00000021,00000034,00000000,00001928,00001480,00000000,00000000,00000000,00000000,00000015,00000000,00000018,00000089,00000011,00000000,00000000,00000004,00000000,00000000,00000000,00000980,                                                                                                                               
R004,75TH STREET & ELDERTS LANE    ,00009808,00000315,00000021,00000127,00000004,00003851,00004611,00000000,00000000,00000000,00000000,00000051,00000000,00000005,00000249,00000014,00000012,00000000,00000027,00000000,00000000,00000000,00005349,                                                                                                                               
R005,85TH STREET & FOREST PKWAY    ,00010526,00000468,00000029,00000181,00000000,00003854,00006041,00000000,00000000,00000000,00000000,00000060,00000000,00000003,00000202,00000018,00000023,00000000,00000042,00000000,00000000,00000000,00002157,                                                                                                                               
R006,WOODHAVEN BOULEVARD           ,00010357,00000411,00000037,00000149,00000003,00005470,00006499,00000000,00000000,00000000,00000000,00000076,00000000,00000011,00000235,00000055,00000029,00000000,00000031,00000000,00000000,00000000,00002062,                                                                                                                               
R007,104TH STREET                  ,00007328,00000269,00000052,00000072,00000007,00003105,00003663,00000000,00000000,00000000,00000000,00000056,00000000,00000011,00000111,00000018,00000017,00000000,00000021,00000000,00000000,00000000,00001326,                                                                                                                               
R008,111TH STREET                  ,00007080,00000197,00000032,00000066,00000004,00002764,00003207,00000000,00000000,00000000,00000000,00000040,00000000,00000005,00000139,00000029,00000011,00000000,00000025,00000000,00000000,00000000,00003504,                                                                                                                               
R009,121ST STREET                  ,00006077,00000207,00000043,00000060,00000009,00002787,00002908,00000000,00000000,00000000,00000000,00000011,00000000,00000000,00000113,00000029,00000008,00000000,00000013,00000000,00000000,00000000,00001000,                                                                                                                               
R010,42ND STREET & 8TH AVENUE      ,00087763,00003211,00000384,00001008,00000170,00035017,00052427,00000000,00000000,00000000,00000000,00000424,00000000,00000236,00002096,00000662,00000432,00000000,00001122,00000000,00000000,00000000,00002369,                                                                                                                               
R011,42ND STREET & 8TH AVENUE      ,00234055,00008214,00000566,00001481,00000100,00030583,00076138,00000000,00000000,00000000,00000000,00001899,00000000,00000114,00002450,00002683,00000550,00000000,00001141,00000000,00000000,00000000,00001895,                                                                                                                               
R012,34TH STREET & 8TH AVENUE      ,00201944,00006844,00000512,00001393,00005717,00033032,00076157,00000000,00000000,00000000,00000000,00001604,00000000,00008988,00002605,00003055,00000637,00000000,00001278,00000000,00000000,00000000,00002925,                                                                                                                               
R013,34TH STREET & 8TH AVENUE      ,00053272,00002103,00000188,00000707,00001526,00013019,00035849,00000000,00000000,00000000,00000000,00000507,00000000,00003224,00000966,00000693,00000297,00000000,00000402,00000000,00000000,00000000,00000822,                                                                                                                               
R014,FULTON STREET                 ,00094739,00003021,00000229,00000607,00000983,00019955,00060701,00000000,00000000,00000000,00000000,00001150,00000000,00002533,00002372,00001299,00000462,00000000,00000606,00000000,00000000,00000000,00003004,                                                                                                                               
R015,FIFTH AVENUE                  ,00069165,00002130,00000069,00000277,00001426,00009277,00029020,00000000,00000000,00000000,00000000,00001572,00000000,00002440,00002056,00001384,00000279,00000000,00000423,00000000,00000000,00000000,00000393,                                                                                                                               
R016,LEXINGTON AVENUE              ,00023814,00000934,00000069,00000189,00000117,00005795,00016413,00000000,00000000,00000000,00000000,00000400,00000000,00000172,00000670,00000316,00000151,00000000,00000221,00000000,00000000,00000000,00000197,                                                                                                                               
R017,LEXINGTON AVENUE              ,00090632,00004102,00000185,00000804,00001187,00014148,00053357,00000000,00000000,00000000,00000000,00001704,00000000,00002123,00002501,00001639,00000513,00000000,00000576,00000000,00000000,00000000,00002867,                                                                                                                               
R018,ROOSEVELT AVE/JACKSON HTS     ,00100550,00006863,00000814,00002817,00000029,00049455,00118688,00000000,00000000,00000000,00000000,00000501,00000000,00000113,00004222,00000436,00000300,00000000,00000438,00000000,00000000,00000000,00008204,                                                                                                                               
R019,179TH STREET & HILLSIDE AVE   ,00036449,00001729,00000274,00000978,00000005,00017408,00033931,00000000,00000000,00000000,00000000,00000430,00000000,00000039,00002361,00000290,00000118,00000000,00000149,00000000,00000000,00000000,00004137,                                                                                                                               
R020,47-50 STREETS/ROCKEFELLER     ,00163963,00006594,00000359,00001395,00000889,00042378,00108339,00000001,00000000,00000000,00000000,00002759,00000000,00001239,00005511,00001835,00000898,00000000,00001024,00000000,00000000,00000000,00002882,                                                                                                                               
R021,42ND STREET & 6TH AVENUE      ,00097650,00003884,00000311,00001061,00000131,00027630,00081519,00000000,00000000,00000000,00000000,00001768,00000000,00000225,00004340,00001182,00000631,00000000,00000579,00000000,00000000,00000000,00001383,                                                                                                                               
R022,34TH STREET & 6TH AVENUE      ,00184499,00007719,00000700,00001901,00000891,00061878,00133197,00000000,00000000,00000000,00000000,00001852,00000000,00001376,00005975,00001449,00000762,00000000,00001231,00000000,00000001,00000000,00003582,                                                                                                                               
R023,34TH STREET & 6TH AVENUE      ,00155796,00005628,00000461,00001406,00000678,00031148,00090998,00000000,00000000,00000000,00000000,00002029,00000000,00001163,00003318,00001812,00000754,00000000,00000861,00000000,00000000,00000000,00002199,                                                                                                                               
R024,SUTPHIN BOULEVARD             ,00049754,00001722,00000300,00000625,00000473,00024428,00025660,00000000,00000000,00000000,00000000,00000176,00000000,00000667,00001384,00000225,00000088,00000000,00006552,00000000,00000000,00000000,00002276,                                                                                                                               
R025,JAMAICA CENTER-PARSONS BLVD   ,00070488,00001846,00000547,00001287,00000017,00047474,00048999,00000000,00000000,00000000,00000000,00000275,00000000,00000054,00003369,00000154,00000123,00000000,00000382,00000000,00000000,00000000,00006471,                                                                                                                               
R027,WALL STREET                   ,00069271,00002212,00000138,00000496,00002457,00010611,00046946,00000000,00000000,00000000,00000000,00001163,00000000,00005544,00002185,00001158,00000388,00000000,00000373,00000000,00000000,00000000,00001456,                                                                                                                               
R028,FULTON & WILLIAM STREETS      ,00057245,00002522,00000200,00000664,00000579,00015596,00047090,00000000,00000000,00000000,00000000,00000632,00000000,00001393,00002238,00000652,00000400,00000000,00000413,00000000,00000000,00000000,00002745,                                                                                                                               
R029,PARK PLACE                    ,00168584,00005690,00000362,00001404,00001613,00032462,00090920,00000000,00000000,00000000,00000000,00001700,00000000,00003056,00002659,00001856,00000892,00000000,00001367,00000000,00000000,00000000,00006659,                                                                                                                               
R030,CHAMBERS STREET               ,00061153,00002269,00000183,00000580,00000860,00017186,00045166,00000000,00000000,00000000,00000000,00000659,00000000,00001967,00001282,00000665,00000280,00000000,00000291,00000000,00000000,00000000,00010749,                                                                                                                               
R031,34TH STREET & 7TH AVENUE      ,00104489,00004740,00000410,00000893,00002512,00024005,00044739,00000000,00000000,00000000,00000000,00000980,00000000,00005349,00002495,00001584,00000370,00000000,00000484,00000000,00000000,00000000,00002185,                                                                                                                               
R032,42ND STREET/TIMES SQUARE      ,00092352,00003211,00000236,00000814,00000187,00022241,00075497,00000000,00000000,00000000,00000000,00001480,00000000,00000245,00003073,00001158,00000538,00000000,00000364,00000000,00000000,00000000,00000795,                                                                                                                               
R033,42ND STREET/TIMES SQUARE      ,00194366,00005929,00000562,00001475,00000755,00075350,00100817,00000000,00000000,00000000,00000000,00001327,00000000,00001027,00004538,00001588,00000686,00000001,00001848,00000000,00000000,00000000,00005112,                                                                                                                               
R034,125TH STREET & BROADWAY       ,00018182,00001227,00000174,00000400,00000023,00008459,00016564,00000000,00000000,00000000,00000000,00000080,00000000,00000037,00000675,00000197,00000127,00000000,00000155,00000000,00000000,00000000,00003152,                                                                                                                               
