     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/02/2011-07/08/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R021,42ND STREET & 6TH AVENUE      ,00085619,00003019,00000264,00000869,00000112,00024385,00066374,00000000,00000001,00000000,00000278,00001449,00000000,00000189,00003527,00000767,00000402,00000000,00000515,00000000,00000000,00000000,                                                                                                                                        
R022,34TH STREET & 6TH AVENUE      ,00174229,00006615,00000652,00001907,00000709,00057917,00115173,00000000,00000000,00000000,00001023,00001597,00000000,00001021,00004878,00001041,00000528,00000000,00001145,00000000,00000000,00000000,                                                                                                                                        
R023,34TH STREET & 6TH AVENUE      ,00136967,00004482,00000416,00001262,00000521,00029938,00078013,00000000,00000000,00000000,00000229,00001626,00000000,00000856,00002819,00001258,00000585,00000000,00000833,00000000,00000000,00000000,                                                                                                                                        
R024,SUTPHIN BOULEVARD             ,00049444,00001597,00000233,00000561,00000314,00021462,00024637,00000000,00000000,00000000,00000039,00000157,00000000,00000538,00001240,00000171,00000102,00000000,00007375,00000000,00000000,00000000,                                                                                                                                        
R025,JAMAICA CENTER-PARSONS BLVD   ,00066665,00001569,00000506,00001166,00000011,00038921,00037676,00000000,00000000,00000000,00000123,00000230,00000000,00000034,00002855,00000098,00000094,00000000,00000339,00000000,00000000,00000000,                                                                                                                                        
R027,WALL STREET                   ,00055314,00001412,00000093,00000333,00001743,00009694,00036900,00000000,00000000,00000000,00000142,00000826,00000000,00003996,00001669,00000783,00000288,00000000,00000376,00000000,00000000,00000000,                                                                                                                                        
R028,FULTON & WILLIAM STREETS      ,00052274,00002073,00000173,00000660,00000429,00014461,00035794,00000000,00000000,00000000,00000118,00000470,00000000,00001086,00001861,00000435,00000313,00000000,00000416,00000000,00000000,00000000,                                                                                                                                        
R029,PARK PLACE                    ,00138890,00003783,00000275,00001075,00001254,00027040,00069600,00000000,00000000,00000000,00000901,00001285,00000000,00002475,00002019,00001344,00000621,00000000,00001028,00000000,00000000,00000000,                                                                                                                                        
R030,CHAMBERS STREET               ,00043370,00001453,00000123,00000436,00000608,00010635,00029602,00000000,00000000,00000000,00000132,00000455,00000000,00001477,00000876,00000456,00000197,00000000,00000235,00000000,00000000,00000000,                                                                                                                                        
R031,34TH STREET & 7TH AVENUE      ,00092956,00003806,00000265,00000831,00001881,00022248,00038482,00000000,00000000,00000000,00000250,00000865,00000000,00004065,00002199,00001114,00000294,00000000,00000499,00000000,00000000,00000000,                                                                                                                                        
R032,42ND STREET/TIMES SQUARE      ,00074124,00002381,00000228,00000643,00000154,00018237,00057850,00000000,00000000,00000000,00000210,00001101,00000001,00000164,00002339,00000816,00000368,00000000,00000351,00000000,00000000,00000000,                                                                                                                                        
R033,42ND STREET/TIMES SQUARE      ,00208022,00005162,00000494,00001464,00000608,00074885,00093679,00000000,00000000,00000000,00000571,00001076,00000000,00000693,00003818,00001194,00000540,00000000,00001981,00000000,00000000,00000000,                                                                                                                                        
R034,125TH STREET & BROADWAY       ,00016852,00000953,00000109,00000308,00000029,00007836,00014614,00000000,00000000,00000000,00000027,00000064,00000000,00000040,00000659,00000111,00000090,00000000,00000140,00000000,00000000,00000000,                                                                                                                                        
R035,168TH STREET & BROADWAY       ,00054654,00002881,00000334,00000696,00000112,00019086,00038371,00000000,00000000,00000000,00000070,00000124,00000000,00000252,00001401,00000458,00000321,00000000,00000265,00000000,00000000,00000000,                                                                                                                                        
R036,DYCKMAN STREET                ,00013249,00000731,00000099,00000230,00000001,00006402,00006377,00000000,00000000,00000000,00000005,00000037,00000000,00000004,00000522,00000008,00000020,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R037,207TH STREET                  ,00010907,00000520,00000115,00000246,00000006,00009328,00007534,00000000,00000000,00000000,00000013,00000037,00000000,00000011,00000523,00000018,00000027,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R038,215TH STREET                  ,00004183,00000201,00000023,00000079,00000001,00001634,00002547,00000000,00000000,00000000,00000003,00000008,00000000,00000002,00000104,00000020,00000031,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R039,225TH STREET                  ,00013153,00000599,00000081,00000186,00000048,00006432,00007273,00000000,00000000,00000000,00000012,00000031,00000000,00000066,00000599,00000081,00000030,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R040,231ST STREET                  ,00018284,00001174,00000154,00000374,00000010,00008337,00012010,00000000,00000000,00000000,00000078,00000086,00000000,00000014,00000602,00000099,00000040,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R041,BOWLING GREEN & BATTERY PL    ,00038527,00001606,00000169,00000417,00000530,00011074,00025146,00000000,00000000,00000000,00001155,00000487,00000000,00001579,00001532,00000398,00000153,00000000,00000234,00000000,00000000,00000000,                                                                                                                                        
R042,BOWLING GREEN & BROADWAY      ,00011710,00000288,00000035,00000090,00000098,00004850,00004717,00000000,00000000,00000000,00000068,00000097,00000000,00000233,00000197,00000072,00000029,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R043,WALL STREET                   ,00043572,00001390,00000084,00000284,00000714,00008370,00032157,00000000,00000000,00000000,00000467,00000685,00000000,00002160,00001100,00000584,00000255,00000000,00000264,00000000,00000000,00000000,                                                                                                                                        
R044,BROOKLYN BRIDGE               ,00084663,00003353,00000227,00001145,00000429,00024142,00053237,00000000,00000000,00000000,00000435,00000690,00000000,00001181,00001607,00000695,00000468,00000000,00000679,00000000,00000000,00000000,                                                                                                                                        
R045,42ND STREET & GRAND CENTRAL   ,00065221,00002323,00000085,00000341,00001941,00007545,00023502,00000000,00000000,00000000,00000133,00000687,00000000,00003087,00001033,00001088,00000219,00000000,00000218,00000000,00000000,00000000,                                                                                                                                        
R046,42ND STREET & GRAND CENTRAL   ,00197329,00005730,00000339,00001087,00002955,00037486,00089651,00000000,00000000,00000000,00000591,00001840,00000000,00006052,00003627,00002138,00000681,00000000,00001345,00000000,00000000,00000000,                                                                                                                                        
R047,42ND STREET & GRAND CENTRAL   ,00087820,00003154,00000172,00000616,00001296,00018900,00060332,00000000,00000000,00000000,00000441,00001361,00000000,00003264,00003459,00001167,00000451,00000000,00000385,00000000,00000000,00000000,                                                                                                                                        
R048,42ND STREET & 3RD AVENUE      ,00025904,00000785,00000026,00000188,00000428,00004805,00016108,00000000,00000000,00000000,00000040,00000415,00000000,00000679,00000984,00000372,00000094,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
R049,51ST STREET & LEXINGTON AVE   ,00055023,00001873,00000116,00000420,00000100,00017053,00035436,00000000,00000000,00000000,00000269,00000804,00000000,00000206,00002264,00000502,00000261,00000000,00000559,00000000,00000000,00000000,                                                                                                                                        
R050,59TH STREET & LEXINGTON AVE   ,00057092,00002298,00000179,00000576,00000264,00017360,00043202,00000000,00000000,00000000,00000230,00000694,00000001,00000615,00001843,00000614,00000242,00000000,00000354,00000000,00000000,00000000,                                                                                                                                        
R051,59TH STREET & LEXINGTON AVE   ,00077136,00003373,00000256,00000848,00000176,00028000,00060478,00000000,00000000,00000000,00000237,00000719,00000000,00000547,00002794,00000792,00000377,00000000,00000456,00000000,00000000,00000000,                                                                                                                                        
R052,WOODLAWN ROAD                 ,00013698,00000798,00000186,00000375,00000007,00007886,00007615,00000000,00000000,00000000,00000026,00000057,00000000,00000010,00000533,00000075,00000004,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R053,149TH STREET & 3RD AVENUE     ,00032736,00001192,00000274,00000618,00000004,00021836,00016656,00000000,00000000,00000000,00000031,00000083,00000000,00000018,00001608,00000034,00000034,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R054,FIFTH AVENUE & 42ND STREET    ,00025405,00001011,00000056,00000275,00000110,00006473,00018060,00000000,00000000,00000000,00000073,00000304,00000000,00000151,00000622,00000218,00000088,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R055,MAIN STREET                   ,00099159,00006424,00000606,00003767,00000026,00035906,00107390,00000000,00000000,00000000,00000175,00000536,00000000,00000115,00002795,00000356,00000153,00000000,00000323,00000000,00000000,00000000,                                                                                                                                        
R056,NEVINS STREET                 ,00022437,00001264,00000206,00000439,00000014,00010454,00013873,00000000,00000000,00000000,00000059,00000058,00000000,00000050,00000822,00000068,00000075,00000000,00000122,00000000,00000000,00000000,                                                                                                                                        
R057,ATLANTIC AVENUE               ,00077749,00003152,00000469,00001110,00001912,00025068,00052075,00000000,00000000,00000000,00000149,00000448,00000000,00004097,00002233,00000533,00000382,00000000,00000440,00000000,00000000,00000000,                                                                                                                                        
R058,BERGEN STREET                 ,00008196,00000384,00000037,00000097,00000001,00002478,00008439,00000000,00000000,00000000,00000004,00000116,00000000,00000011,00000374,00000077,00000065,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R059,GRAND ARMY PLAZA              ,00015472,00001174,00000087,00000283,00000001,00003819,00014271,00000000,00000000,00000000,00000007,00000210,00000000,00000034,00000679,00000147,00000122,00000000,00000073,00000000,00000000,00000000,                                                                                                                                        
R060,EASTERN PARKWAY               ,00010589,00000696,00000091,00000232,00000007,00003887,00009810,00000000,00000000,00000000,00000027,00000079,00000000,00000020,00000543,00000065,00000080,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R061,NOSTRAND AVENUE               ,00009225,00000450,00000107,00000130,00000002,00004598,00005513,00000000,00000000,00000000,00000002,00000032,00000000,00000002,00000298,00000013,00000033,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R062,UTICA AVENUE                  ,00051366,00002134,00000423,00001160,00000002,00030225,00029743,00000000,00000000,00000000,00000053,00000216,00000000,00000048,00002285,00000069,00000103,00000000,00000216,00000000,00000000,00000000,                                                                                                                                        
R063,SUTTER AVENUE                 ,00018933,00000600,00000162,00000255,00000007,00008831,00006620,00000000,00000000,00000000,00000013,00000050,00000000,00000012,00000573,00000010,00000030,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R064,SARATOGA AVENUE               ,00014776,00000405,00000100,00000148,00000007,00006028,00005289,00000000,00000000,00000000,00000020,00000041,00000000,00000012,00000420,00000024,00000043,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R065,ROCKAWAY AVENUE               ,00014534,00000554,00000137,00000186,00000000,00006338,00004724,00000000,00000000,00000000,00000006,00000012,00000000,00000014,00000377,00000000,00000022,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R066,JUNIUS STREET                 ,00005005,00000281,00000033,00000067,00000000,00002915,00002006,00000000,00000000,00000000,00000008,00000017,00000000,00000001,00000087,00000010,00000014,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R067,PENNSYLVANIA AVENUE           ,00013205,00000422,00000118,00000158,00000000,00006377,00004606,00000000,00000000,00000000,00000010,00000015,00000000,00000018,00000368,00000013,00000004,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R068,VAN SICLEN AVENUE             ,00008356,00000258,00000047,00000067,00000000,00004067,00003082,00000000,00000000,00000000,00000015,00000031,00000000,00000005,00000201,00000005,00000001,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R069,NEW LOTS AVENUE               ,00013151,00000486,00000138,00000211,00000004,00007937,00005969,00000000,00000000,00000000,00000013,00000021,00000000,00000009,00000354,00000009,00000006,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R070,ST GEORGE TERMINAL            ,00031504,00001217,00000054,00000252,00000001,00003557,00008782,00000000,00000000,00000000,00000198,00000879,00000000,00000005,00000506,00000494,00000026,00000000,00000169,00000000,00000000,00000000,                                                                                                                                        
R079,FIFTH AVENUE & 60TH STREET    ,00050497,00001578,00000119,00000404,00000238,00015344,00030084,00000000,00000000,00000000,00000252,00000597,00000000,00000416,00001873,00000457,00000165,00000000,00000337,00000000,00000000,00000000,                                                                                                                                        
R080,57TH STREET & 7TH AVENUE      ,00061109,00002664,00000137,00000791,00000173,00020357,00048808,00000000,00000000,00000001,00000204,00000663,00000000,00000293,00002772,00000560,00000301,00000000,00000510,00000000,00000000,00000000,                                                                                                                                        
R081,49TH STREET & 7TH AVENUE      ,00064379,00001789,00000184,00000625,00000079,00022348,00045187,00000000,00000000,00000000,00000258,00000740,00000000,00000120,00001725,00000547,00000336,00000000,00000572,00000000,00000000,00000000,                                                                                                                                        
R082,28TH STREET & BROADWAY        ,00024173,00000799,00000123,00000263,00000023,00009017,00019999,00000000,00000000,00000000,00000081,00000222,00000000,00000047,00000516,00000230,00000123,00000000,00000203,00000000,00000000,00000000,                                                                                                                                        
R083,23RD STREET & 5TH AVENUE      ,00046866,00001428,00000135,00000501,00000120,00014299,00039183,00000000,00000000,00000000,00000376,00000582,00000000,00000133,00001203,00000479,00000288,00000000,00000391,00000000,00000000,00000000,                                                                                                                                        
R084,59TH STREET/COLUMBUS CIRCLE   ,00160719,00006404,00000649,00002079,00000661,00054581,00106761,00000000,00000000,00000000,00000366,00001158,00000000,00001187,00004266,00001556,00000765,00000000,00001536,00000000,00000000,00000000,                                                                                                                                        
R085,8TH STREET & BROADWAY         ,00041301,00001554,00000112,00000468,00000100,00012271,00034492,00000000,00000000,00000000,00000155,00000333,00000000,00000176,00000779,00000330,00000238,00000000,00000411,00000000,00000000,00000000,                                                                                                                                        
R086,PRINCE STREET & BROADWAY      ,00045964,00000822,00000086,00000258,00000074,00016259,00031148,00000000,00000000,00000000,00000152,00000281,00000000,00000145,00000773,00000306,00000202,00000000,00000502,00000000,00000000,00000000,                                                                                                                                        
R087,CITY HALL                     ,00022477,00000994,00000099,00000295,00000018,00005567,00015725,00000000,00000000,00000000,00000166,00000281,00000000,00000075,00000377,00000186,00000143,00000000,00000160,00000000,00000000,00000000,                                                                                                                                        
R088,CORTLANDT STREET              ,00015556,00000205,00000024,00000069,00000016,00006318,00004944,00000000,00000000,00000000,00000072,00000064,00000000,00000049,00000123,00000084,00000035,00000000,00000209,00000000,00000000,00000000,                                                                                                                                        
R089,JAY ST-METROTECH              ,00007676,00000342,00000041,00000094,00000012,00002360,00005093,00000000,00000000,00000000,00000044,00000087,00000000,00000033,00000140,00000065,00000031,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R090,39TH AVENUE & 31ST STREET     ,00006000,00000216,00000024,00000115,00000002,00002458,00003013,00000000,00000000,00000000,00000017,00000021,00000000,00000003,00000454,00000013,00000016,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R091,36TH AVENUE & 31ST STREET     ,00014448,00000577,00000072,00000192,00000004,00004985,00014492,00000000,00000000,00000000,00000011,00000087,00000000,00000019,00000406,00000049,00000044,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R092,BROADWAY & 31ST STREET        ,00025482,00001280,00000101,00000342,00000011,00007811,00028232,00000000,00000000,00000000,00000018,00000132,00000000,00000036,00001014,00000129,00000144,00000000,00000111,00000000,00000000,00000000,                                                                                                                                        
R093,30TH AVENUE & 31ST STREET     ,00026885,00001151,00000087,00000329,00000006,00009561,00029395,00000000,00000000,00000000,00000018,00000130,00000000,00000046,00000990,00000150,00000189,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R094,ASTORIA BLVD & 31ST STREET    ,00027452,00000728,00000077,00000276,00000014,00009001,00027573,00000000,00000000,00000000,00000018,00000266,00000000,00000020,00000886,00000204,00000110,00000000,00000104,00000000,00000000,00000000,                                                                                                                                        
R095,DITMARS BLVD & 31ST STREET    ,00034480,00001280,00000131,00000340,00000010,00009389,00035579,00000000,00000000,00000000,00000024,00000306,00000000,00000026,00001117,00000213,00000240,00000000,00000089,00000000,00000000,00000000,                                                                                                                                        
R096,82ND STREET-JACKSON HEIGHTS   ,00038951,00002602,00000287,00000698,00000004,00018913,00023884,00000000,00000000,00000000,00000026,00000087,00000000,00000029,00000973,00000073,00000065,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R097,JUNCTION BLVD-ROOSEVELT AVE   ,00060227,00001362,00000161,00000441,00000004,00028537,00024132,00000000,00000000,00000000,00000027,00000088,00000000,00000009,00000804,00000032,00000028,00000000,00000083,00000000,00000000,00000000,                                                                                                                                        
R098,CHURCH AVENUE                 ,00032804,00001389,00000285,00000780,00000003,00017619,00020544,00000000,00000000,00000000,00000024,00000105,00000000,00000014,00001335,00000046,00000095,00000000,00000138,00000000,00000000,00000000,                                                                                                                                        
R099,DEKALB AVENUE                 ,00030015,00001303,00000204,00000628,00000015,00011072,00026250,00000000,00000000,00000000,00000043,00000226,00000000,00000047,00000996,00000171,00000208,00000000,00000132,00000000,00000000,00000000,                                                                                                                                        
R100,METROPOLITAN AVENUE           ,00008040,00000323,00000035,00000124,00000000,00002735,00004564,00000000,00000000,00000000,00000005,00000068,00000000,00000001,00000217,00000061,00000009,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R101,145TH STREET                  ,00043523,00001380,00000305,00000682,00000019,00027057,00037095,00000000,00000000,00000000,00000030,00000134,00000000,00000036,00001576,00000137,00000181,00000000,00000224,00000000,00000000,00000000,                                                                                                                                        
R102,125TH STREET                  ,00054371,00002375,00000533,00001093,00000021,00031892,00038867,00000000,00000000,00000000,00000067,00000132,00000000,00000105,00001829,00000205,00000187,00000000,00000261,00000000,00000000,00000000,                                                                                                                                        
R103,BROADWAY-EAST NEW YORK        ,00018591,00000522,00000186,00000346,00000004,00010746,00008268,00000000,00000000,00000000,00000034,00000046,00000000,00000012,00000538,00000012,00000024,00000000,00000061,00000000,00000000,00000000,                                                                                                                                        
R104,167TH ST-GRAND CONCOURSE      ,00021631,00000649,00000103,00000260,00000002,00014216,00011268,00000000,00000000,00000000,00000005,00000056,00000000,00000010,00000774,00000028,00000013,00000000,00000084,00000000,00000000,00000000,                                                                                                                                        
R105,14TH STREET & 7TH AVENUE      ,00053533,00003452,00000309,00001169,00000162,00019340,00043388,00000000,00000000,00000000,00000128,00000477,00000000,00000299,00001826,00000523,00000285,00000000,00000436,00000000,00000000,00000000,                                                                                                                                        
R106,CASTLE HILL AVENUE            ,00016214,00000551,00000142,00000213,00000000,00007751,00008528,00000000,00000000,00000000,00000033,00000047,00000000,00000003,00000601,00000054,00000013,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R107,WESTCHESTER SQUARE            ,00010503,00000436,00000084,00000249,00000001,00005871,00006683,00000000,00000000,00000000,00000051,00000054,00000000,00000003,00000336,00000042,00000015,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R108,BOROUGH HALL - COURT STREET   ,00074968,00004774,00000401,00001390,00000273,00020069,00054672,00000000,00000000,00000000,00000289,00000745,00000000,00000779,00002247,00000661,00000382,00000000,00000432,00000000,00000000,00000000,                                                                                                                                        
R109,CHURCH AVENUE & NOSTRAND AV   ,00021555,00001007,00000196,00000401,00000004,00010634,00010122,00000000,00000000,00000000,00000017,00000083,00000000,00000011,00000752,00000012,00000045,00000000,00000080,00000000,00000000,00000000,                                                                                                                                        
R110,FLATBUSH AVE & NOSTRAND AV    ,00034307,00001332,00000409,00000723,00000014,00017927,00024944,00000000,00000000,00000000,00000105,00000196,00000000,00000030,00001936,00000147,00000075,00000000,00000131,00000000,00000000,00000000,                                                                                                                                        
R111,23RD STREET & 8TH AVENUE      ,00053356,00003124,00000269,00001067,00000037,00017167,00040904,00000000,00000000,00000000,00000097,00000476,00000000,00000082,00001392,00000444,00000366,00000000,00000519,00000000,00000000,00000000,                                                                                                                                        
R112,FORDHAM RD/GRAND CONCOURSE    ,00028060,00000857,00000185,00000342,00000007,00015786,00012675,00000000,00000000,00000000,00000021,00000058,00000000,00000035,00000804,00000043,00000023,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
R113,SEVENTH AVENUE & WEST 53RD    ,00037469,00000883,00000073,00000220,00000498,00010681,00018776,00000000,00000000,00000000,00000086,00000462,00000000,00000629,00002075,00000413,00000193,00000000,00000449,00000000,00000000,00000000,                                                                                                                                        
R114,PARSONS BLVD & HILLSIDE AV    ,00012526,00000612,00000084,00000327,00000000,00005068,00008335,00000000,00000000,00000000,00000010,00000059,00000000,00000001,00000488,00000038,00000026,00000000,00000047,00000000,00000000,00000000,                                                                                                                                        
R115,169TH STREET & HILLSIDE AVE   ,00018945,00000846,00000116,00000403,00000002,00006144,00014179,00000000,00000000,00000000,00000033,00000101,00000000,00000008,00000432,00000051,00000044,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R116,50TH STREET & 7TH AVENUE      ,00062529,00001997,00000200,00000612,00000758,00020085,00035525,00000000,00000000,00000000,00000138,00000693,00000000,00001216,00001806,00000603,00000246,00000000,00000494,00000000,00000000,00000000,                                                                                                                                        
R117,242ND STREET & BROADWAY       ,00012870,00000454,00000060,00000170,00000002,00007155,00007468,00000000,00000000,00000000,00000029,00000058,00000000,00000011,00000379,00000070,00000016,00000000,00000067,00000000,00000000,00000000,                                                                                                                                        
R118,CANAL STREET                  ,00021499,00002768,00000053,00002070,00000014,00004542,00029151,00000000,00000000,00000000,00000061,00000161,00000000,00000045,00000500,00000113,00000076,00000000,00000140,00000000,00000000,00000000,                                                                                                                                        
R119,FORDHAM ROAD & JEROME AVE     ,00028956,00000876,00000169,00000358,00000002,00017657,00012474,00000000,00000000,00000000,00000022,00000045,00000000,00000016,00000819,00000037,00000032,00000000,00000087,00000000,00000000,00000000,                                                                                                                                        
R120,MORRISON AVE & WESTCHESTER    ,00028322,00000853,00000150,00000241,00000003,00016631,00009969,00000000,00000000,00000000,00000015,00000083,00000000,00000005,00000518,00000026,00000046,00000000,00000055,00000000,00000000,00000000,                                                                                                                                        
R121,QUEENSBORO PLAZA              ,00017891,00000470,00000066,00000219,00000021,00009480,00014984,00000000,00000000,00000000,00000057,00000072,00000000,00000101,00000498,00000088,00000088,00000000,00000096,00000000,00000000,00000000,                                                                                                                                        
